Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N,Temp_lag0,Temp_lag1,Temp_lag2,Temp_lag3,Temp_lag4,Temp_lag5,Temp_lag6,Temp_lag7,pH_lag0,pH_lag1,pH_lag2,pH_lag3,pH_lag4,pH_lag5,pH_lag6,pH_lag7,DO_lag0,DO_lag1,DO_lag2,DO_lag3,DO_lag4,DO_lag5,DO_lag6,DO_lag7,TN_lag0,TN_lag1,TN_lag2,TN_lag3,TN_lag4,TN_lag5,TN_lag6,TN_lag7,TP_lag0,TP_lag1,TP_lag2,TP_lag3,TP_lag4,TP_lag5,TP_lag6,TP_lag7,Turbidity_lag0,Turbidity_lag1,Turbidity_lag2,Turbidity_lag3,Turbidity_lag4,Turbidity_lag5,Turbidity_lag6,Turbidity_lag7,EC_lag0,EC_lag1,EC_lag2,EC_lag3,EC_lag4,EC_lag5,EC_lag6,EC_lag7,CODMn_lag0,CODMn_lag1,CODMn_lag2,CODMn_lag3,CODMn_lag4,CODMn_lag5,CODMn_lag6,CODMn_lag7,NH3N_lag0,NH3N_lag1,NH3N_lag2,NH3N_lag3,NH3N_lag4,NH3N_lag5,NH3N_lag6,NH3N_lag7,y
兰山嘴,2024-06-05,8297789.0,24.84,7.616,8.644,1.722,0.0694,76.32,466.86,3.08,0.026,24.84,25.98333333,24.3,23.6,23.76666667,22.98333333,23.4,24.2,7.616,7.933333333,7.596,7.434,7.513333333,7.46,7.445,7.391666667,8.644,10.07333333,8.908,8.506,8.636666667,8.431666667,8.426666667,8.25,1.722,1.796666667,1.662,1.698,1.696666667,1.638333333,1.581666667,1.716666667,0.0694,0.054666667,0.057,0.076,0.0535,0.059666667,0.099333333,0.085333333,76.32,51.2,53.32,69.52,41.95,59.26666667,113.4,86.08333333,466.86,480.5333333,465.8,459.36,463.3833333,459.7,464.5833333,476.3,3.08,2.856666667,2.646,2.754,2.481666667,2.551666667,3.151666667,2.891666667,0.026,0.025666667,0.027,0.025,0.026,0.025,0.025,0.029833333,15.931499772251751
兰山嘴,2024-06-06,8372110.5,22.98333333,7.465,8.271666667,1.726666667,0.096166667,107.9333333,448.45,3.428333333,0.025,22.98333333,24.84,25.98333333,24.3,23.6,23.76666667,22.98333333,23.4,7.465,7.616,7.933333333,7.596,7.434,7.513333333,7.46,7.445,8.271666667,8.644,10.07333333,8.908,8.506,8.636666667,8.431666667,8.426666667,1.726666667,1.722,1.796666667,1.662,1.698,1.696666667,1.638333333,1.581666667,0.096166667,0.0694,0.054666667,0.057,0.076,0.0535,0.059666667,0.099333333,107.9333333,76.32,51.2,53.32,69.52,41.95,59.26666667,113.4,448.45,466.86,480.5333333,465.8,459.36,463.3833333,459.7,464.5833333,3.428333333,3.08,2.856666667,2.646,2.754,2.481666667,2.551666667,3.151666667,0.025,0.026,0.025666667,0.027,0.025,0.026,0.025,0.025,15.940416680662876
兰山嘴,2024-06-07,7643467.5,22.71666667,7.38,8.345,1.85,0.065,69.23333333,440.0166667,2.746666667,0.025,22.71666667,22.98333333,24.84,25.98333333,24.3,23.6,23.76666667,22.98333333,7.38,7.465,7.616,7.933333333,7.596,7.434,7.513333333,7.46,8.345,8.271666667,8.644,10.07333333,8.908,8.506,8.636666667,8.431666667,1.85,1.726666667,1.722,1.796666667,1.662,1.698,1.696666667,1.638333333,0.065,0.096166667,0.0694,0.054666667,0.057,0.076,0.0535,0.059666667,69.23333333,107.9333333,76.32,51.2,53.32,69.52,41.95,59.26666667,440.0166667,448.45,466.86,480.5333333,465.8,459.36,463.3833333,459.7,2.746666667,3.428333333,3.08,2.856666667,2.646,2.754,2.481666667,2.551666667,0.025,0.025,0.026,0.025666667,0.027,0.025,0.026,0.025,15.849362050266045
兰山嘴,2024-06-08,8184120.6,24.4,7.624,9.076,1.866,0.0538,45.54,443.24,2.544,0.031,24.4,22.71666667,22.98333333,24.84,25.98333333,24.3,23.6,23.76666667,7.624,7.38,7.465,7.616,7.933333333,7.596,7.434,7.513333333,9.076,8.345,8.271666667,8.644,10.07333333,8.908,8.506,8.636666667,1.866,1.85,1.726666667,1.722,1.796666667,1.662,1.698,1.696666667,0.0538,0.065,0.096166667,0.0694,0.054666667,0.057,0.076,0.0535,45.54,69.23333333,107.9333333,76.32,51.2,53.32,69.52,41.95,443.24,440.0166667,448.45,466.86,480.5333333,465.8,459.36,463.3833333,2.544,2.746666667,3.428333333,3.08,2.856666667,2.646,2.754,2.481666667,0.031,0.025,0.025,0.026,0.025666667,0.027,0.025,0.026,15.917706444763237
兰山嘴,2024-06-09,8284673.333,25.26666667,7.651666667,8.871666667,1.86,0.0525,44.41666667,444.5166667,2.596666667,0.025,25.26666667,24.4,22.71666667,22.98333333,24.84,25.98333333,24.3,23.6,7.651666667,7.624,7.38,7.465,7.616,7.933333333,7.596,7.434,8.871666667,9.076,8.345,8.271666667,8.644,10.07333333,8.908,8.506,1.86,1.866,1.85,1.726666667,1.722,1.796666667,1.662,1.698,0.0525,0.0538,0.065,0.096166667,0.0694,0.054666667,0.057,0.076,44.41666667,45.54,69.23333333,107.9333333,76.32,51.2,53.32,69.52,444.5166667,443.24,440.0166667,448.45,466.86,480.5333333,465.8,459.36,2.596666667,2.544,2.746666667,3.428333333,3.08,2.856666667,2.646,2.754,0.025,0.031,0.025,0.025,0.026,0.025666667,0.027,0.025,15.929917900043666
兰山嘴,2024-06-10,8321105.5,25.41666667,7.71,8.628333333,1.765,0.067333333,64.16666667,442.9166667,2.873333333,0.025,25.41666667,25.26666667,24.4,22.71666667,22.98333333,24.84,25.98333333,24.3,7.71,7.651666667,7.624,7.38,7.465,7.616,7.933333333,7.596,8.628333333,8.871666667,9.076,8.345,8.271666667,8.644,10.07333333,8.908,1.765,1.86,1.866,1.85,1.726666667,1.722,1.796666667,1.662,0.067333333,0.0525,0.0538,0.065,0.096166667,0.0694,0.054666667,0.057,64.16666667,44.41666667,45.54,69.23333333,107.9333333,76.32,51.2,53.32,442.9166667,444.5166667,443.24,440.0166667,448.45,466.86,480.5333333,465.8,2.873333333,2.596666667,2.544,2.746666667,3.428333333,3.08,2.856666667,2.646,0.025,0.025,0.031,0.025,0.025,0.026,0.025666667,0.027,15.934305796743097
兰山嘴,2024-06-11,7942211.0,25.21666667,7.621666667,8.365,1.738333333,0.064333333,63.96666667,438.55,2.8,0.025,25.21666667,25.41666667,25.26666667,24.4,22.71666667,22.98333333,24.84,25.98333333,7.621666667,7.71,7.651666667,7.624,7.38,7.465,7.616,7.933333333,8.365,8.628333333,8.871666667,9.076,8.345,8.271666667,8.644,10.07333333,1.738333333,1.765,1.86,1.866,1.85,1.726666667,1.722,1.796666667,0.064333333,0.067333333,0.0525,0.0538,0.065,0.096166667,0.0694,0.054666667,63.96666667,64.16666667,44.41666667,45.54,69.23333333,107.9333333,76.32,51.2,438.55,442.9166667,444.5166667,443.24,440.0166667,448.45,466.86,480.5333333,2.8,2.873333333,2.596666667,2.544,2.746666667,3.428333333,3.08,2.856666667,0.025,0.025,0.025,0.031,0.025,0.025,0.026,0.025666667,15.887702383845147
兰山嘴,2024-06-12,7552386.75,26.025,7.6375,8.4975,1.81,0.06125,52.325,439.425,2.67,0.025,26.025,25.21666667,25.41666667,25.26666667,24.4,22.71666667,22.98333333,24.84,7.6375,7.621666667,7.71,7.651666667,7.624,7.38,7.465,7.616,8.4975,8.365,8.628333333,8.871666667,9.076,8.345,8.271666667,8.644,1.81,1.738333333,1.765,1.86,1.866,1.85,1.726666667,1.722,0.06125,0.064333333,0.067333333,0.0525,0.0538,0.065,0.096166667,0.0694,52.325,63.96666667,64.16666667,44.41666667,45.54,69.23333333,107.9333333,76.32,439.425,438.55,442.9166667,444.5166667,443.24,440.0166667,448.45,466.86,2.67,2.8,2.873333333,2.596666667,2.544,2.746666667,3.428333333,3.08,0.025,0.025,0.025,0.025,0.031,0.025,0.025,0.026,15.837374329504245
兰山嘴,2024-06-13,8514196.0,27.75,7.9475,9.2025,1.7625,0.05175,54.5,445.775,2.6925,0.025,27.75,26.025,25.21666667,25.41666667,25.26666667,24.4,22.71666667,22.98333333,7.9475,7.6375,7.621666667,7.71,7.651666667,7.624,7.38,7.465,9.2025,8.4975,8.365,8.628333333,8.871666667,9.076,8.345,8.271666667,1.7625,1.81,1.738333333,1.765,1.86,1.866,1.85,1.726666667,0.05175,0.06125,0.064333333,0.067333333,0.0525,0.0538,0.065,0.096166667,54.5,52.325,63.96666667,64.16666667,44.41666667,45.54,69.23333333,107.9333333,445.775,439.425,438.55,442.9166667,444.5166667,443.24,440.0166667,448.45,2.6925,2.67,2.8,2.873333333,2.596666667,2.544,2.746666667,3.428333333,0.025,0.025,0.025,0.025,0.025,0.031,0.025,0.025,15.957245563462894
兰山嘴,2024-06-14,8707287.0,27.81666667,7.803333333,8.53,1.65,0.059,49.91666667,468.05,2.955,0.025,27.81666667,27.75,26.025,25.21666667,25.41666667,25.26666667,24.4,22.71666667,7.803333333,7.9475,7.6375,7.621666667,7.71,7.651666667,7.624,7.38,8.53,9.2025,8.4975,8.365,8.628333333,8.871666667,9.076,8.345,1.65,1.7625,1.81,1.738333333,1.765,1.86,1.866,1.85,0.059,0.05175,0.06125,0.064333333,0.067333333,0.0525,0.0538,0.065,49.91666667,54.5,52.325,63.96666667,64.16666667,44.41666667,45.54,69.23333333,468.05,445.775,439.425,438.55,442.9166667,444.5166667,443.24,440.0166667,2.955,2.6925,2.67,2.8,2.873333333,2.596666667,2.544,2.746666667,0.025,0.025,0.025,0.025,0.025,0.025,0.031,0.025,15.979670934098458
兰山嘴,2024-06-15,8168090.333,28.7,7.663333333,8.441666667,1.535,0.049333333,36.46666667,459.9666667,2.455,0.025,28.7,27.81666667,27.75,26.025,25.21666667,25.41666667,25.26666667,24.4,7.663333333,7.803333333,7.9475,7.6375,7.621666667,7.71,7.651666667,7.624,8.441666667,8.53,9.2025,8.4975,8.365,8.628333333,8.871666667,9.076,1.535,1.65,1.7625,1.81,1.738333333,1.765,1.86,1.866,0.049333333,0.059,0.05175,0.06125,0.064333333,0.067333333,0.0525,0.0538,36.46666667,49.91666667,54.5,52.325,63.96666667,64.16666667,44.41666667,45.54,459.9666667,468.05,445.775,439.425,438.55,442.9166667,444.5166667,443.24,2.455,2.955,2.6925,2.67,2.8,2.873333333,2.596666667,2.544,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.031,15.915745820571175
兰山嘴,2024-06-16,7971357.0,29.01666667,7.585,8.128333333,1.466666667,0.050166667,39.56666667,460.45,2.531666667,0.025,29.01666667,28.7,27.81666667,27.75,26.025,25.21666667,25.41666667,25.26666667,7.585,7.663333333,7.803333333,7.9475,7.6375,7.621666667,7.71,7.651666667,8.128333333,8.441666667,8.53,9.2025,8.4975,8.365,8.628333333,8.871666667,1.466666667,1.535,1.65,1.7625,1.81,1.738333333,1.765,1.86,0.050166667,0.049333333,0.059,0.05175,0.06125,0.064333333,0.067333333,0.0525,39.56666667,36.46666667,49.91666667,54.5,52.325,63.96666667,64.16666667,44.41666667,460.45,459.9666667,468.05,445.775,439.425,438.55,442.9166667,444.5166667,2.531666667,2.455,2.955,2.6925,2.67,2.8,2.873333333,2.596666667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.891365425210443
兰山嘴,2024-06-17,7920351.667,28.83333333,7.466666667,7.87,1.491666667,0.072166667,70.48333333,458.6666667,2.763333333,0.025,28.83333333,29.01666667,28.7,27.81666667,27.75,26.025,25.21666667,25.41666667,7.466666667,7.585,7.663333333,7.803333333,7.9475,7.6375,7.621666667,7.71,7.87,8.128333333,8.441666667,8.53,9.2025,8.4975,8.365,8.628333333,1.491666667,1.466666667,1.535,1.65,1.7625,1.81,1.738333333,1.765,0.072166667,0.050166667,0.049333333,0.059,0.05175,0.06125,0.064333333,0.067333333,70.48333333,39.56666667,36.46666667,49.91666667,54.5,52.325,63.96666667,64.16666667,458.6666667,460.45,459.9666667,468.05,445.775,439.425,438.55,442.9166667,2.763333333,2.531666667,2.455,2.955,2.6925,2.67,2.8,2.873333333,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.884946291460853
兰山嘴,2024-06-18,7993216.0,28.16666667,7.42,7.806666667,1.52,0.078833333,78.55,455.8166667,2.801666667,0.025,28.16666667,28.83333333,29.01666667,28.7,27.81666667,27.75,26.025,25.21666667,7.42,7.466666667,7.585,7.663333333,7.803333333,7.9475,7.6375,7.621666667,7.806666667,7.87,8.128333333,8.441666667,8.53,9.2025,8.4975,8.365,1.52,1.491666667,1.466666667,1.535,1.65,1.7625,1.81,1.738333333,0.078833333,0.072166667,0.050166667,0.049333333,0.059,0.05175,0.06125,0.064333333,78.55,70.48333333,39.56666667,36.46666667,49.91666667,54.5,52.325,63.96666667,455.8166667,458.6666667,460.45,459.9666667,468.05,445.775,439.425,438.55,2.801666667,2.763333333,2.531666667,2.455,2.955,2.6925,2.67,2.8,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.894103864994795
兰山嘴,2024-06-19,8029648.167,27.21666667,7.391666667,7.816666667,1.555,0.088666667,94.61666667,434.7,2.966666667,0.025,27.21666667,28.16666667,28.83333333,29.01666667,28.7,27.81666667,27.75,26.025,7.391666667,7.42,7.466666667,7.585,7.663333333,7.803333333,7.9475,7.6375,7.816666667,7.806666667,7.87,8.128333333,8.441666667,8.53,9.2025,8.4975,1.555,1.52,1.491666667,1.466666667,1.535,1.65,1.7625,1.81,0.088666667,0.078833333,0.072166667,0.050166667,0.049333333,0.059,0.05175,0.06125,94.61666667,78.55,70.48333333,39.56666667,36.46666667,49.91666667,54.5,52.325,434.7,455.8166667,458.6666667,460.45,459.9666667,468.05,445.775,439.425,2.966666667,2.801666667,2.763333333,2.531666667,2.455,2.955,2.6925,2.67,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.89865139468207
兰山嘴,2024-06-20,7468592.833,27.1,7.405,7.956666667,1.415,0.060666667,54.98333333,441.6166667,2.493333333,0.026666667,27.1,27.21666667,28.16666667,28.83333333,29.01666667,28.7,27.81666667,27.75,7.405,7.391666667,7.42,7.466666667,7.585,7.663333333,7.803333333,7.9475,7.956666667,7.816666667,7.806666667,7.87,8.128333333,8.441666667,8.53,9.2025,1.415,1.555,1.52,1.491666667,1.466666667,1.535,1.65,1.7625,0.060666667,0.088666667,0.078833333,0.072166667,0.050166667,0.049333333,0.059,0.05175,54.98333333,94.61666667,78.55,70.48333333,39.56666667,36.46666667,49.91666667,54.5,441.6166667,434.7,455.8166667,458.6666667,460.45,459.9666667,468.05,445.775,2.493333333,2.966666667,2.801666667,2.763333333,2.531666667,2.455,2.955,2.6925,0.026666667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.826217297488332
兰山嘴,2024-06-21,7370954.8,27.28,7.334,7.706,1.432,0.0552,39.06,444.82,2.476,0.0304,27.28,27.1,27.21666667,28.16666667,28.83333333,29.01666667,28.7,27.81666667,7.334,7.405,7.391666667,7.42,7.466666667,7.585,7.663333333,7.803333333,7.706,7.956666667,7.816666667,7.806666667,7.87,8.128333333,8.441666667,8.53,1.432,1.415,1.555,1.52,1.491666667,1.466666667,1.535,1.65,0.0552,0.060666667,0.088666667,0.078833333,0.072166667,0.050166667,0.049333333,0.059,39.06,54.98333333,94.61666667,78.55,70.48333333,39.56666667,36.46666667,49.91666667,444.82,441.6166667,434.7,455.8166667,458.6666667,460.45,459.9666667,468.05,2.476,2.493333333,2.966666667,2.801666667,2.763333333,2.531666667,2.455,2.955,0.0304,0.026666667,0.025,0.025,0.025,0.025,0.025,0.025,15.813057943680784
兰山嘴,2024-06-22,8813669.2,27.28,7.424,7.934,1.512,0.0636,41.46,446.94,2.73,0.025,27.28,27.28,27.1,27.21666667,28.16666667,28.83333333,29.01666667,28.7,7.424,7.334,7.405,7.391666667,7.42,7.466666667,7.585,7.663333333,7.934,7.706,7.956666667,7.816666667,7.806666667,7.87,8.128333333,8.441666667,1.512,1.432,1.415,1.555,1.52,1.491666667,1.466666667,1.535,0.0636,0.0552,0.060666667,0.088666667,0.078833333,0.072166667,0.050166667,0.049333333,41.46,39.06,54.98333333,94.61666667,78.55,70.48333333,39.56666667,36.46666667,446.94,444.82,441.6166667,434.7,455.8166667,458.6666667,460.45,459.9666667,2.73,2.476,2.493333333,2.966666667,2.801666667,2.763333333,2.531666667,2.455,0.025,0.0304,0.026666667,0.025,0.025,0.025,0.025,0.025,15.99181450593951
兰山嘴,2024-06-23,8866131.0,26.86,7.35,7.872,1.536,0.0692,48.2,439.26,3.35,0.0448,26.86,27.28,27.28,27.1,27.21666667,28.16666667,28.83333333,29.01666667,7.35,7.424,7.334,7.405,7.391666667,7.42,7.466666667,7.585,7.872,7.934,7.706,7.956666667,7.816666667,7.806666667,7.87,8.128333333,1.536,1.512,1.432,1.415,1.555,1.52,1.491666667,1.466666667,0.0692,0.0636,0.0552,0.060666667,0.088666667,0.078833333,0.072166667,0.050166667,48.2,41.46,39.06,54.98333333,94.61666667,78.55,70.48333333,39.56666667,439.26,446.94,444.82,441.6166667,434.7,455.8166667,458.6666667,460.45,3.35,2.73,2.476,2.493333333,2.966666667,2.801666667,2.763333333,2.531666667,0.0448,0.025,0.0304,0.026666667,0.025,0.025,0.025,0.025,15.997749182513775
兰山嘴,2024-06-24,7749120.5,26.875,7.18,7.3925,1.605,0.10275,39.6,450.075,3.97,0.19125,26.875,26.86,27.28,27.28,27.1,27.21666667,28.16666667,28.83333333,7.18,7.35,7.424,7.334,7.405,7.391666667,7.42,7.466666667,7.3925,7.872,7.934,7.706,7.956666667,7.816666667,7.806666667,7.87,1.605,1.536,1.512,1.432,1.415,1.555,1.52,1.491666667,0.10275,0.0692,0.0636,0.0552,0.060666667,0.088666667,0.078833333,0.072166667,39.6,48.2,41.46,39.06,54.98333333,94.61666667,78.55,70.48333333,450.075,439.26,446.94,444.82,441.6166667,434.7,455.8166667,458.6666667,3.97,3.35,2.73,2.476,2.493333333,2.966666667,2.801666667,2.763333333,0.19125,0.0448,0.025,0.0304,0.026666667,0.025,0.025,0.025,15.863090040065675
兰山嘴,2024-06-25,7484623.4,26.48,7.118,6.97,1.61,0.1006,34.48,452.58,3.82,0.0952,26.48,26.875,26.86,27.28,27.28,27.1,27.21666667,28.16666667,7.118,7.18,7.35,7.424,7.334,7.405,7.391666667,7.42,6.97,7.3925,7.872,7.934,7.706,7.956666667,7.816666667,7.806666667,1.61,1.605,1.536,1.512,1.432,1.415,1.555,1.52,0.1006,0.10275,0.0692,0.0636,0.0552,0.060666667,0.088666667,0.078833333,34.48,39.6,48.2,41.46,39.06,54.98333333,94.61666667,78.55,452.58,450.075,439.26,446.94,444.82,441.6166667,434.7,455.8166667,3.82,3.97,3.35,2.73,2.476,2.493333333,2.966666667,2.801666667,0.0952,0.19125,0.0448,0.025,0.0304,0.026666667,0.025,0.025,15.828361394216069
兰山嘴,2024-06-26,8495979.833,25.88333333,7.193333333,7.388333333,1.521666667,0.1005,45.08333333,456.8333333,3.815,0.025,25.88333333,26.48,26.875,26.86,27.28,27.28,27.1,27.21666667,7.193333333,7.118,7.18,7.35,7.424,7.334,7.405,7.391666667,7.388333333,6.97,7.3925,7.872,7.934,7.706,7.956666667,7.816666667,1.521666667,1.61,1.605,1.536,1.512,1.432,1.415,1.555,0.1005,0.1006,0.10275,0.0692,0.0636,0.0552,0.060666667,0.088666667,45.08333333,34.48,39.6,48.2,41.46,39.06,54.98333333,94.61666667,456.8333333,452.58,450.075,439.26,446.94,444.82,441.6166667,434.7,3.815,3.82,3.97,3.35,2.73,2.476,2.493333333,2.966666667,0.025,0.0952,0.19125,0.0448,0.025,0.0304,0.026666667,0.025,15.955103766458487
兰山嘴,2024-06-27,12408796.67,25.83333333,7.206666667,7.283333333,1.7,0.0995,40.43333333,454.8,4.125,0.072166667,25.83333333,25.88333333,26.48,26.875,26.86,27.28,27.28,27.1,7.206666667,7.193333333,7.118,7.18,7.35,7.424,7.334,7.405,7.283333333,7.388333333,6.97,7.3925,7.872,7.934,7.706,7.956666667,1.7,1.521666667,1.61,1.605,1.536,1.512,1.432,1.415,0.0995,0.1005,0.1006,0.10275,0.0692,0.0636,0.0552,0.060666667,40.43333333,45.08333333,34.48,39.6,48.2,41.46,39.06,54.98333333,454.8,456.8333333,452.58,450.075,439.26,446.94,444.82,441.6166667,4.125,3.815,3.82,3.97,3.35,2.73,2.476,2.493333333,0.072166667,0.025,0.0952,0.19125,0.0448,0.025,0.0304,0.026666667,16.333916268522692
兰山嘴,2024-06-28,10423128.0,25.6,7.348,7.724,1.332,0.0786,36.3,435.12,3.412,0.025,25.6,25.83333333,25.88333333,26.48,26.875,26.86,27.28,27.28,7.348,7.206666667,7.193333333,7.118,7.18,7.35,7.424,7.334,7.724,7.283333333,7.388333333,6.97,7.3925,7.872,7.934,7.706,1.332,1.7,1.521666667,1.61,1.605,1.536,1.512,1.432,0.0786,0.0995,0.1005,0.1006,0.10275,0.0692,0.0636,0.0552,36.3,40.43333333,45.08333333,34.48,39.6,48.2,41.46,39.06,435.12,454.8,456.8333333,452.58,450.075,439.26,446.94,444.82,3.412,4.125,3.815,3.82,3.97,3.35,2.73,2.476,0.025,0.072166667,0.025,0.0952,0.19125,0.0448,0.025,0.0304,16.159537837119974
兰山嘴,2024-06-29,10847827.0,25.81666667,7.626666667,8.768333333,1.388333333,0.087666667,61.38333333,434.3,4.348333333,0.025,25.81666667,25.6,25.83333333,25.88333333,26.48,26.875,26.86,27.28,7.626666667,7.348,7.206666667,7.193333333,7.118,7.18,7.35,7.424,8.768333333,7.724,7.283333333,7.388333333,6.97,7.3925,7.872,7.934,1.388333333,1.332,1.7,1.521666667,1.61,1.605,1.536,1.512,0.087666667,0.0786,0.0995,0.1005,0.1006,0.10275,0.0692,0.0636,61.38333333,36.3,40.43333333,45.08333333,34.48,39.6,48.2,41.46,434.3,435.12,454.8,456.8333333,452.58,450.075,439.26,446.94,4.348333333,3.412,4.125,3.815,3.82,3.97,3.35,2.73,0.025,0.025,0.072166667,0.025,0.0952,0.19125,0.0448,0.025,16.199475433579387
兰山嘴,2024-06-30,23275362.17,25.78333333,7.525,8.331666667,1.255,0.066833333,42.61666667,427.1666667,2.845,0.025,25.78333333,25.81666667,25.6,25.83333333,25.88333333,26.48,26.875,26.86,7.525,7.626666667,7.348,7.206666667,7.193333333,7.118,7.18,7.35,8.331666667,8.768333333,7.724,7.283333333,7.388333333,6.97,7.3925,7.872,1.255,1.388333333,1.332,1.7,1.521666667,1.61,1.605,1.536,0.066833333,0.087666667,0.0786,0.0995,0.1005,0.1006,0.10275,0.0692,42.61666667,61.38333333,36.3,40.43333333,45.08333333,34.48,39.6,48.2,427.1666667,434.3,435.12,454.8,456.8333333,452.58,450.075,439.26,2.845,4.348333333,3.412,4.125,3.815,3.82,3.97,3.35,0.025,0.025,0.025,0.072166667,0.025,0.0952,0.19125,0.0448,16.962905984442838
兰山嘴,2024-07-01,7565217.5,25.875,7.38,8.0475,1.2475,0.06575,42.25,420.5,2.94,0.025,25.875,25.78333333,25.81666667,25.6,25.83333333,25.88333333,26.48,26.875,7.38,7.525,7.626666667,7.348,7.206666667,7.193333333,7.118,7.18,8.0475,8.331666667,8.768333333,7.724,7.283333333,7.388333333,6.97,7.3925,1.2475,1.255,1.388333333,1.332,1.7,1.521666667,1.61,1.605,0.06575,0.066833333,0.087666667,0.0786,0.0995,0.1005,0.1006,0.10275,42.25,42.61666667,61.38333333,36.3,40.43333333,45.08333333,34.48,39.6,420.5,427.1666667,434.3,435.12,454.8,456.8333333,452.58,450.075,2.94,2.845,4.348333333,3.412,4.125,3.815,3.82,3.97,0.025,0.025,0.025,0.025,0.072166667,0.025,0.0952,0.19125,15.839071787801366
兰山嘴,2024-07-03,8913043.5,29.75,8.235,11.425,1.155,0.064,313.15,421.0,2.58,0.025,29.75,25.875,25.78333333,25.81666667,25.6,25.83333333,25.88333333,26.48,8.235,7.38,7.525,7.626666667,7.348,7.206666667,7.193333333,7.118,11.425,8.0475,8.331666667,8.768333333,7.724,7.283333333,7.388333333,6.97,1.155,1.2475,1.255,1.388333333,1.332,1.7,1.521666667,1.61,0.064,0.06575,0.066833333,0.087666667,0.0786,0.0995,0.1005,0.1006,313.15,42.25,42.61666667,61.38333333,36.3,40.43333333,45.08333333,34.48,421.0,420.5,427.1666667,434.3,435.12,454.8,456.8333333,452.58,2.58,2.94,2.845,4.348333333,3.412,4.125,3.815,3.82,0.025,0.025,0.025,0.025,0.025,0.072166667,0.025,0.0952,16.003026435807673
兰山嘴,2024-07-04,9115942.0,28.9,7.722,9.494,1.563333333,0.075166667,75.34,400.18,2.24,0.025,28.9,29.75,25.875,25.78333333,25.81666667,25.6,25.83333333,25.88333333,7.722,8.235,7.38,7.525,7.626666667,7.348,7.206666667,7.193333333,9.494,11.425,8.0475,8.331666667,8.768333333,7.724,7.283333333,7.388333333,1.563333333,1.155,1.2475,1.255,1.388333333,1.332,1.7,1.521666667,0.075166667,0.064,0.06575,0.066833333,0.087666667,0.0786,0.0995,0.1005,75.34,313.15,42.25,42.61666667,61.38333333,36.3,40.43333333,45.08333333,400.18,421.0,420.5,427.1666667,434.3,435.12,454.8,456.8333333,2.24,2.58,2.94,2.845,4.348333333,3.412,4.125,3.815,0.025,0.025,0.025,0.025,0.025,0.025,0.072166667,0.025,16.025535416585733
兰山嘴,2024-07-05,9843479.0,29.66,8.066,10.442,1.468,0.0642,18.1,409.04,3.508,0.025,29.66,28.9,29.75,25.875,25.78333333,25.81666667,25.6,25.83333333,8.066,7.722,8.235,7.38,7.525,7.626666667,7.348,7.206666667,10.442,9.494,11.425,8.0475,8.331666667,8.768333333,7.724,7.283333333,1.468,1.563333333,1.155,1.2475,1.255,1.388333333,1.332,1.7,0.0642,0.075166667,0.064,0.06575,0.066833333,0.087666667,0.0786,0.0995,18.1,75.34,313.15,42.25,42.61666667,61.38333333,36.3,40.43333333,409.04,400.18,421.0,420.5,427.1666667,434.3,435.12,454.8,3.508,2.24,2.58,2.94,2.845,4.348333333,3.412,4.125,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.072166667,16.10231986504258
兰山嘴,2024-07-06,10239130.67,31.13333333,8.571666667,12.98833333,1.126666667,0.053333333,19.4,405.75,3.88,0.025,31.13333333,29.66,28.9,29.75,25.875,25.78333333,25.81666667,25.6,8.571666667,8.066,7.722,8.235,7.38,7.525,7.626666667,7.348,12.98833333,10.442,9.494,11.425,8.0475,8.331666667,8.768333333,7.724,1.126666667,1.468,1.563333333,1.155,1.2475,1.255,1.388333333,1.332,0.053333333,0.0642,0.075166667,0.064,0.06575,0.066833333,0.087666667,0.0786,19.4,18.1,75.34,313.15,42.25,42.61666667,61.38333333,36.3,405.75,409.04,400.18,421.0,420.5,427.1666667,434.3,435.12,3.88,3.508,2.24,2.58,2.94,2.845,4.348333333,3.412,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.141727376128532
兰山嘴,2024-07-07,8521739.0,31.3,8.426,11.024,0.908,0.0412,11.52,405.32,3.132,0.025,31.3,31.13333333,29.66,28.9,29.75,25.875,25.78333333,25.81666667,8.426,8.571666667,8.066,7.722,8.235,7.38,7.525,7.626666667,11.024,12.98833333,10.442,9.494,11.425,8.0475,8.331666667,8.768333333,0.908,1.126666667,1.468,1.563333333,1.155,1.2475,1.255,1.388333333,0.0412,0.053333333,0.0642,0.075166667,0.064,0.06575,0.066833333,0.087666667,11.52,19.4,18.1,75.34,313.15,42.25,42.61666667,61.38333333,405.32,405.75,409.04,400.18,421.0,420.5,427.1666667,434.3,3.132,3.88,3.508,2.24,2.58,2.94,2.845,4.348333333,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.958131103306453
