Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N
兰山嘴,2024/3/2,14397688.33,5.7,7.853333333,12.505,1.898333333,0.055,67.2,384.0833333,2.856666667,0.128333333
兰山嘴,2024/3/3,14112141.67,6.466666667,7.723333333,12.27666667,2.87,0.050833333,52.08333333,359.8,3.016666667,0.229333333
兰山嘴,2024/3/4,14067053.33,7.25,7.655,11.98833333,3.941666667,0.054,39.76666667,359.0333333,3.186666667,0.394666667
兰山嘴,2024/3/5,13904742,7.76,7.708,11.7,3.772,0.0528,30.74,388.62,2.84,0.388
兰山嘴,2024/3/6,14112140,7.95,7.658333333,11.56166667,3.79,0.059666667,42.4,359.8333333,2.85,0.368333333
兰山嘴,2024/3/7,14578036.67,8.383333333,7.695,11.585,2.738333333,0.0475,40.53333333,365.5333333,2.655,0.220166667
兰山嘴,2024/3/8,14367630,8.85,7.726666667,11.65833333,3.286666667,0.046666667,32.98333333,364.3,2.675,0.269166667
兰山嘴,2024/3/9,14833528.33,9.5,7.888333333,11.635,3.93,0.0505,21.58333333,442,3.06,0.377666667
兰山嘴,2024/3/10,16186128.33,9.933333333,7.873333333,11.49333333,3.461666667,0.072333333,66.51666667,434.7333333,3.265,0.287666667
兰山嘴,2024/3/11,16754220,10.58,7.86,11.328,1.836,0.0692,85.96,411.4,2.886,0.0872
兰山嘴,2024/3/12,16636995,11.2,8.085,11.34333333,3.816666667,0.059166667,47.45,485.85,3.553333333,0.322666667
兰山嘴,2024/3/13,17457574,11.18,8.174,11.142,4.238,0.0814,74.1,526.48,4.164,0.3656
兰山嘴,2024/3/14,16892485,11.73333333,7.95,10.88666667,2.126666667,0.068166667,87.55,433.4333333,3.163333333,0.104
兰山嘴,2024/3/15,16916534,11.9,8.078,11.004,2.788,0.0566,62.44,470.06,3.228,0.1588
兰山嘴,2024/3/17,17854333.33,13.8,8.12,10.71333333,3.253333333,0.054666667,58.33333333,492.1,3.38,0.141333333
兰山嘴,2024/3/18,17493643.33,12.73333333,8.06,10.37,3.33,0.041666667,65.3,472.9333333,3.276666667,0.137
兰山嘴,2024/3/19,16789611.67,12.71666667,8.105,10.44666667,3.26,0.0485,45.56666667,475.55,3.188333333,0.134166667
兰山嘴,2024/3/20,17347748.33,13.31666667,8.398333333,11.2,3.746666667,0.042666667,28.68333333,509.9666667,3.333333333,0.1165
兰山嘴,2024/3/21,19306848.33,13.65,8.608333333,11.38666667,3.896666667,0.059333333,59,532.95,4.198333333,0.056666667
兰山嘴,2024/3/22,19590990,14.53333333,8.646666667,11.10666667,4.325,0.056333333,37.81666667,571.5,4.385,0.0345
兰山嘴,2024/3/23,20338740,15.78333333,8.82,12.01666667,4.303333333,0.049833333,23.35,570.1666667,4.426666667,0.025833333
兰山嘴,2024/3/24,22013695,16.08333333,9.025,12.81666667,4.091666667,0.053833333,21.63333333,573.7,5.291666667,0.025
兰山嘴,2024/3/25,20323783.33,15.9,8.978333333,11.85666667,3.966666667,0.053166667,27.56666667,479.6666667,5.02,0.025
兰山嘴,2024/3/26,13628451.83,14.85,8.235,10.04166667,3.42,0.0425,37.7,452.5666667,3.311666667,0.043
兰山嘴,2024/3/27,8643939.5,14.46666667,7.598333333,10.01666667,2.561666667,0.068333333,103.4333333,370.8166667,3.266666667,0.029833333
兰山嘴,2024/3/28,8765151.5,14.23333333,7.546666667,9.956666667,2.146666667,0.0595,96.06666667,363.4166667,3.156666667,0.030833333
兰山嘴,2024/3/29,8704545.5,14.9,7.633333333,10.08166667,2.161666667,0.053,73.73333333,381.3333333,2.865,0.031
兰山嘴,2024/3/30,9439394.167,16.23333333,7.978333333,10.83333333,3.108333333,0.050666667,35.68333333,410.7833333,3.52,0.0385
兰山嘴,2024/3/31,10166668.17,16.68333333,8.21,10.845,3.368333333,0.059166667,61.11666667,431.2166667,3.866666667,0.025
兰山嘴,2024/4/1,10598485,17.31666667,8.493333333,11.41333333,3.431666667,0.051,36.45,448.9,4.168333333,0.025
兰山嘴,2024/4/2,10871213.33,18,8.398333333,10.61333333,3.483333333,0.062166667,60.75,465.3166667,4.626666667,0.025
兰山嘴,2024/4/3,9931818.167,18.06666667,8.153333333,9.86,3.551666667,0.053166667,49.36666667,465.0166667,4.086666667,0.025
兰山嘴,2024/4/4,11643940,17.85,8.468333333,10.72833333,3.635,0.054333333,39.93333333,468.8666667,4.488333333,0.025
兰山嘴,2024/4/5,10939394.83,18.03333333,8.45,10.88833333,3.481666667,0.0565,52.96666667,465.9166667,4.308333333,0.025
兰山嘴,2024/4/6,10416667.17,17.21666667,8.276666667,10.16166667,3.241666667,0.0545,52.16666667,449.7166667,4.023333333,0.025
兰山嘴,2024/4/7,9209091,16.46,7.906,9.622,2.99,0.0556,54.76,430.68,3.536,0.025
兰山嘴,2024/4/8,9250000,15.9,7.698333333,9.425,2.835,0.061166667,65.65,416.3333333,3.631666667,0.025
兰山嘴,2024/4/9,8742424.167,16.93333333,7.691666667,9.808333333,2.52,0.045333333,41.71666667,410.65,2.923333333,0.025
兰山嘴,2024/4/10,8356060.667,16.72,7.59,8.058833333,2.251666667,0.048666667,50.01666667,412.9333333,2.878333333,0.025
兰山嘴,2024/4/11,8827272.8,17.32,7.53,9.344,2.478,0.0622,57.54,423.24,3.344,0.0288
兰山嘴,2024/4/12,8963637.4,17.86,7.706,9.616,2.778,0.0472,28.1,438.16,3.426,0.0346
兰山嘴,2024/4/13,9572727.6,18.3,8.056,10.186,2.816,0.049,29.36,456.16,3.864,0.025
兰山嘴,2024/4/14,9218181.6,18.72,7.55,9.214,2.426,0.0716,74.84,436.8,3.594,0.025
兰山嘴,2024/4/15,9515152.5,20.11666667,7.615,9.178333333,2.296666667,0.056666667,48.86666667,456.2,2.783333333,0.048166667
兰山嘴,2024/4/16,9674242.833,21.43333333,7.901666667,9.863333333,2.62,0.0495,34.76666667,474.1833333,2.766666667,0.036
兰山嘴,2024/4/17,10007576,20.41666667,7.46,8.52,2.751666667,0.087666667,77.18333333,458.0166667,3.743333333,0.035333333
兰山嘴,2024/4/18,10045455.67,20.1,7.606666667,8.69,2.393333333,0.073666667,48.46666667,459.2333333,3.446666667,0.028333333
兰山嘴,2024/4/22,8695652,19.63333333,7.676666667,8.986666667,1.96,0.073,75.43333333,446.3666667,2.703333333,0.025
兰山嘴,2024/4/23,8992753.667,19.66666667,7.665,8.946666667,2.013333333,0.076333333,84.05,441.4666667,2.871666667,0.025
兰山嘴,2024/4/24,8992753.5,20.5,7.796666667,9.291666667,2.106666667,0.062166667,62.85,444.3666667,2.681666667,0.025
兰山嘴,2024/4/25,8862318.833,20.23333333,7.676666667,8.941666667,2.16,0.078833333,86.01666667,444.2,2.66,0.025
兰山嘴,2024/4/26,8963768.333,20.16666667,7.69,8.93,2.086666667,0.086333333,96.85,448.6333333,2.696666667,0.025
兰山嘴,2024/4/27,8753623.333,20.58333333,7.606666667,8.776666667,2.346666667,0.079166667,86.4,431.45,2.846666667,0.025
兰山嘴,2024/4/28,9478260.8,20.24,7.614,8.822,2.214,0.1058,117.82,412.62,3.126,0.025
兰山嘴,2024/4/29,9115941.667,20.9,7.593333333,8.823333333,2.6,0.072333333,63.06666667,378,2.463333333,0.025
兰山嘴,2024/4/30,9347825.8,20.02,7.514,8.688,2.592,0.0986,101.4,378.5,3.146,0.025
兰山嘴,2024/5/1,8971014.5,19.96666667,7.69,9.328333333,2.233333333,0.0865,86.78333333,405.75,2.823333333,0.025
兰山嘴,2024/5/2,8869565.167,19.01666667,7.591666667,9.266666667,2.29,0.066166667,59.98333333,410.3833333,2.551666667,0.025
兰山嘴,2024/5/3,9456521,19.11666667,7.556666667,9.188333333,2.434,0.091,87.96666667,398.8833333,3.175,0.025
兰山嘴,2024/5/4,9623188.167,18.75,7.63,9.163333333,1.995,0.109666667,103.6333333,423.6,3.27,0.025
兰山嘴,2024/5/5,8695652,18.64,7.698,9.052,1.86,0.0686,63.46,449.82,2.558,0.025
兰山嘴,2024/5/6,8684782.75,20.275,8.02,9.8175,2.1,0.0405,23.425,488.325,2.24,0.025
兰山嘴,2024/5/7,8847826.833,21.45,8.268333333,10.64666667,2.086666667,0.043833333,25.3,499.9833333,2.35,0.025
兰山嘴,2024/5/8,8971014.667,21.31666667,8.276666667,10.16666667,2.078333333,0.042833333,24.26666667,486,2.505,0.025
兰山嘴,2024/5/9,9340579.667,21.33333333,8.33,9.735,2.03,0.057666667,43.73333333,485.55,2.99,0.025
兰山嘴,2024/5/10,9269565.2,21.18,8.124,8.968,2.062,0.0812,63.04,466.14,3.275,0.025
兰山嘴,2024/5/11,8072464,21.78333333,7.936666667,8.6025,1.971666667,0.056666667,45.83333333,462.98,2.738333333,0.025
兰山嘴,2024/5/12,7791304.6,21.5,7.752,8.373333333,1.972,0.059,50.64,461.04,2.526,0.0252
兰山嘴,2024/5/13,7930435,23,8.07,10.295,1.918,0.0544,39.1,463.76,2.506,0.025
兰山嘴,2024/5/14,8057971.167,22.53333333,8.096666667,9.333333333,1.898333333,0.063,52.18333333,467.7666667,2.806666667,0.025
兰山嘴,2024/5/15,8246376.833,22.8,8.151666667,9.223333333,1.965,0.091,76.78333333,470.4,2.84,0.025
兰山嘴,2024/5/16,7913043.6,22.42,8.07,8.952,1.772,0.0768,67.9,468.3,3.69,0.025
兰山嘴,2024/5/17,9036231.833,22.93333333,8.345,10.19333333,1.643333333,0.077833333,57.28333333,469.75,4.54,0.026
兰山嘴,2024/5/18,11000003.33,24.46666667,8.553333333,11.485,1.34,0.076333333,44.56666667,475.5166667,4.756666667,0.025
兰山嘴,2024/5/19,8804348,24.86666667,7.93,8.893333333,1.563333333,0.089666667,80.65,464.2,3.891666667,0.025
兰山嘴,2024/5/20,7731884.5,24.96666667,7.51,8.54,1.7,0.0665,65.96666667,462.8333333,2.673333333,0.0255
兰山嘴,2024/5/21,7413043.833,25.35,7.368333333,8.278333333,1.795,0.080333333,82.88333333,471.5166667,2.736666667,0.025
兰山嘴,2024/5/22,7159420.667,24.56666667,7.276666667,8,1.763333333,0.099,103.3666667,468.3,2.72,0.025
兰山嘴,2024/5/23,7641304.5,25.225,7.5,8.5,1.7275,0.06575,63.05,482.375,2.2,0.025
兰山嘴,2024/5/24,9050724.5,26.16666667,7.58,8.546666667,1.751666667,0.064,57.58333333,495.8833333,2.306666667,0.025
兰山嘴,2024/5/25,10260871.67,25.51666667,7.398333333,8.065,1.781666667,0.0805,78.01666667,494.1833333,2.353333333,0.025
兰山嘴,2024/5/26,11978261.67,26.18333333,7.436666667,8.221666667,1.711666667,0.069,66.18333333,500.15,2.228333333,0.026666667
兰山嘴,2024/5/27,13536231.67,25.65,7.3,7.9,1.716666667,0.121,98.01666667,494.8833333,1.97,0.030166667
兰山嘴,2024/5/28,12398919.67,24.61666667,7.421666667,8.415,1.606666667,0.082666667,84.98333333,484.4833333,2.435,0.030833333
兰山嘴,2024/5/29,7934924.667,24.2,7.391666667,8.25,1.716666667,0.085333333,86.08333333,476.3,2.891666667,0.029833333
兰山嘴,2024/5/30,8036934.833,23.4,7.445,8.426666667,1.581666667,0.099333333,113.4,464.5833333,3.151666667,0.025
兰山嘴,2024/5/31,7424874.167,22.98333333,7.46,8.431666667,1.638333333,0.059666667,59.26666667,459.7,2.551666667,0.025
兰山嘴,2024/6/1,7709045.167,23.76666667,7.513333333,8.636666667,1.696666667,0.0535,41.95,463.3833333,2.481666667,0.026
兰山嘴,2024/6/2,7799397.2,23.6,7.434,8.506,1.698,0.076,69.52,459.36,2.754,0.025
兰山嘴,2024/6/3,7738191,24.3,7.596,8.908,1.662,0.057,53.32,465.8,2.646,0.027
兰山嘴,2024/6/4,8823869.833,25.98333333,7.933333333,10.07333333,1.796666667,0.054666667,51.2,480.5333333,2.856666667,0.025666667
兰山嘴,2024/6/5,8297789,24.84,7.616,8.644,1.722,0.0694,76.32,466.86,3.08,0.026
兰山嘴,2024/6/6,8372110.5,22.98333333,7.465,8.271666667,1.726666667,0.096166667,107.9333333,448.45,3.428333333,0.025
兰山嘴,2024/6/7,7643467.5,22.71666667,7.38,8.345,1.85,0.065,69.23333333,440.0166667,2.746666667,0.025
兰山嘴,2024/6/8,8184120.6,24.4,7.624,9.076,1.866,0.0538,45.54,443.24,2.544,0.031
兰山嘴,2024/6/9,8284673.333,25.26666667,7.651666667,8.871666667,1.86,0.0525,44.41666667,444.5166667,2.596666667,0.025
兰山嘴,2024/6/10,8321105.5,25.41666667,7.71,8.628333333,1.765,0.067333333,64.16666667,442.9166667,2.873333333,0.025
兰山嘴,2024/6/11,7942211,25.21666667,7.621666667,8.365,1.738333333,0.064333333,63.96666667,438.55,2.8,0.025
兰山嘴,2024/6/12,7552386.75,26.025,7.6375,8.4975,1.81,0.06125,52.325,439.425,2.67,0.025
兰山嘴,2024/6/13,8514196,27.75,7.9475,9.2025,1.7625,0.05175,54.5,445.775,2.6925,0.025
兰山嘴,2024/6/14,8707287,27.81666667,7.803333333,8.53,1.65,0.059,49.91666667,468.05,2.955,0.025
兰山嘴,2024/6/15,8168090.333,28.7,7.663333333,8.441666667,1.535,0.049333333,36.46666667,459.9666667,2.455,0.025
兰山嘴,2024/6/16,7971357,29.01666667,7.585,8.128333333,1.466666667,0.050166667,39.56666667,460.45,2.531666667,0.025
兰山嘴,2024/6/17,7920351.667,28.83333333,7.466666667,7.87,1.491666667,0.072166667,70.48333333,458.6666667,2.763333333,0.025
兰山嘴,2024/6/18,7993216,28.16666667,7.42,7.806666667,1.52,0.078833333,78.55,455.8166667,2.801666667,0.025
兰山嘴,2024/6/19,8029648.167,27.21666667,7.391666667,7.816666667,1.555,0.088666667,94.61666667,434.7,2.966666667,0.025
兰山嘴,2024/6/20,7468592.833,27.1,7.405,7.956666667,1.415,0.060666667,54.98333333,441.6166667,2.493333333,0.026666667
兰山嘴,2024/6/21,7370954.8,27.28,7.334,7.706,1.432,0.0552,39.06,444.82,2.476,0.0304
兰山嘴,2024/6/22,8813669.2,27.28,7.424,7.934,1.512,0.0636,41.46,446.94,2.73,0.025
兰山嘴,2024/6/23,8866131,26.86,7.35,7.872,1.536,0.0692,48.2,439.26,3.35,0.0448
兰山嘴,2024/6/24,7749120.5,26.875,7.18,7.3925,1.605,0.10275,39.6,450.075,3.97,0.19125
兰山嘴,2024/6/25,7484623.4,26.48,7.118,6.97,1.61,0.1006,34.48,452.58,3.82,0.0952
兰山嘴,2024/6/26,8495979.833,25.88333333,7.193333333,7.388333333,1.521666667,0.1005,45.08333333,456.8333333,3.815,0.025
兰山嘴,2024/6/27,12408796.67,25.83333333,7.206666667,7.283333333,1.7,0.0995,40.43333333,454.8,4.125,0.072166667
兰山嘴,2024/6/28,10423128,25.6,7.348,7.724,1.332,0.0786,36.3,435.12,3.412,0.025
兰山嘴,2024/6/29,10847827,25.81666667,7.626666667,8.768333333,1.388333333,0.087666667,61.38333333,434.3,4.348333333,0.025
兰山嘴,2024/6/30,23275362.17,25.78333333,7.525,8.331666667,1.255,0.066833333,42.61666667,427.1666667,2.845,0.025
兰山嘴,2024/7/1,7565217.5,25.875,7.38,8.0475,1.2475,0.06575,42.25,420.5,2.94,0.025
兰山嘴,2024/7/3,8913043.5,29.75,8.235,11.425,1.155,0.064,313.15,421,2.58,0.025
兰山嘴,2024/7/4,9115942,28.9,7.722,9.494,1.563333333,0.075166667,75.34,400.18,2.24,0.025
兰山嘴,2024/7/5,9843479,29.66,8.066,10.442,1.468,0.0642,18.1,409.04,3.508,0.025
兰山嘴,2024/7/6,10239130.67,31.13333333,8.571666667,12.98833333,1.126666667,0.053333333,19.4,405.75,3.88,0.025
兰山嘴,2024/7/7,8521739,31.3,8.426,11.024,0.908,0.0412,11.52,405.32,3.132,0.025
兰山嘴,2024/7/8,7449275.667,32.51666667,8.225,8.81,0.915,0.053166667,26.38333333,405.9,2.72,0.0275
兰山嘴,2024/7/9,8057971.333,32.6,8.008333333,7.58,1.146666667,0.060833333,48.95,386.4,3.45,0.080833333
兰山嘴,2024/7/10,10347826,31.85,8.278333333,7.911666667,1.308333333,0.066166667,74.55,403,3.715,0.035166667
兰山嘴,2024/7/11,10579709.17,30.58333333,7.89,6.735,1.223333333,0.074166667,67.85,411.1166667,3.3,0.100666667
兰山嘴,2024/7/12,9297101.167,29.7,7.585,6.371666667,1.333333333,0.077666667,46.38333333,385.8833333,3.273333333,0.172
兰山嘴,2024/7/13,22617390,29.02,7.236,6.41,1.53,0.1126,36.56,358.86,3.654,0.233
兰山嘴,2024/7/15,7054348.25,29.25,7.2475,6.705,1.5625,0.11175,18.925,369.575,3.19,0.048
兰山嘴,2024/7/16,7710145.167,29.48333333,7.115,6.676666667,1.92,0.107333333,19.76666667,339.8333333,3.606666667,0.034666667
兰山嘴,2024/7/17,8492753.667,29.71666667,7.091666667,6.995,2.19,0.103666667,33.45,286.3,4.045,0.025
兰山嘴,2024/7/18,8747827.4,30.58,7.28,7.876,2.016,0.1058,32.14,279.14,3.918,0.0374
兰山嘴,2024/7/19,26021740,33.3,8.635,12.315,1.729666667,0.11,40.8,302.65,4.253166667,0.025
兰山嘴,2024/7/20,12652175,32.15,8.258333333,10.17833333,1.443333333,0.073833333,15.3,292.4833333,4.588333333,0.025
兰山嘴,2024/7/21,9706520.5,32.2,8.2975,9.15,0.8075,0.067,13.475,345.475,3.4625,0.029
兰山嘴,2024/7/22,11000000,33.775,8.6625,10.325,1.1975,0.0765,32.075,324.275,4.605,0.025
兰山嘴,2024/7/23,9843479.2,33.76,8.35,8.524,1.38,0.1032,45.8,299.9,4.742,0.025
兰山嘴,2024/7/24,10234783.4,33.1,8.358,7.644,1.224,0.1258,71.42,314.06,5.256,0.025
兰山嘴,2024/7/25,10373912,32.04,7.726,6.756,1.01,0.1548,78.2,334.16,5.018,0.0258
兰山嘴,2024/7/26,13434780,30.6,7.272,6.658,1.288,0.2096,156.42,296.9,5.974,0.025
兰山嘴,2024/7/27,16530436,29.62,7.494,7.45,0.966,0.2372,189.82,289.22,6.452,0.025
兰山嘴,2024/7/28,18021740,29.1,7.41,7.2,0.735,0.265,225.4,330.3,6.87,0.025
兰山嘴,2024/7/29,12333047.33,30.63333333,7.593333333,7.363333333,0.7,0.152666667,119.6666667,401.8,3.3,0.025
兰山嘴,2024/7/30,7716406.5,31.175,7.5,7.325,1.0675,0.127,124.8,393.65,2.88,0.025
兰山嘴,2024/7/31,8083854.5,32.9,7.725,7.78,1.09,0.1,75.8,410,2.345,0.025
兰山嘴,2024/8/1,8784167,33.16,7.862,8.014,1.232,0.0932,59.26,406.54,2.62,0.025
兰山嘴,2024/8/2,10331773,34.1,8.26,9.1875,1.285,0.0935,34.6,401.775,2.77,0.025
兰山嘴,2024/8/3,11291459,35.08,8.54,11.014,1.288,0.0844,26.96,406.54,3.328,0.025
兰山嘴,2024/8/4,9510417,33.8,8.26,8.02,1.25,0.0935,36.55,399.75,3,0.031
兰山嘴,2024/8/5,10619964.33,33.86666667,8.276666667,8.166666667,1.24,0.093666667,29.86666667,396.7,3.233333333,0.045666667
兰山嘴,2024/8/6,10648785.83,33.75,8.208333333,8.305,1.351666667,0.096833333,29.25,391.3166667,4.151666667,0.050166667
兰山嘴,2024/8/7,11862083.6,33.36,8.266,8.498,1.21,0.1088,55.56,392.4,5.564,0.0264
兰山嘴,2024/8/8,12853471.67,33.2,8.376666667,8.456666667,1.126666667,0.094333333,51.63333333,392.5333333,4.63,0.025
兰山嘴,2024/8/9,10699220.5,33.05,8.525,8.425,1.085,0.0995,45.65,388.6,3.895,0.025
兰山嘴,2024/8/10,12536460,34.1,9.03,11.07,0.77,0.09,39.7,390,4.89,0.025
兰山嘴,2024/8/11,9642667,34.4,9.04,9.47,0.62,0.086,27.7,387.5,4.93,0.025
兰山嘴,2024/8/12,10353778,33.96666667,9.033333333,8.963333333,0.643333333,0.102,29.2,383.7333333,5.403333333,0.025
兰山嘴,2024/8/13,11818667.5,32.975,9.065,8.1825,0.955,0.1285,37.25,375.975,8.93,0.0435
兰山嘴,2024/8/14,15861332.5,33.25,9.055,10.1825,0.8225,0.1895,38.425,382.475,7.0725,0.0445
兰山嘴,2024/8/15,11579732.8,32.76,8.744,8.58,0.854,0.184,38.66,379.56,6.964,0.025
兰山嘴,2024/8/16,11982221.67,32.95,8.715,9.413333333,0.878333333,0.183333333,40.08333333,383.3666667,6.161666667,0.025
兰山嘴,2024/8/17,11750400.6,33.3,8.77,8.624,0.948,0.193,48.56,378.76,8.08,0.025
兰山嘴,2024/8/18,9045333,33,8.72,7.48,0.85,0.159,41.8,378.4,5.6,0.027
兰山嘴,2024/8/19,10837333.83,32.25,8.325,6.593333333,0.89,0.189666667,57.48333333,381.0666667,5.726666667,0.025
兰山嘴,2024/8/20,15641600,32.46,8.032,7.088,0.91,0.2014,58.84,379.36,7.528,0.032
兰山嘴,2024/8/21,15129600,31.12,7.818,5.798,0.882,0.1834,44.98,369,7.188,0.0468
兰山嘴,2024/8/22,17481702,30.86,7.896,6.772,1.054,0.2104,40.8,361.72,8.23,0.0786
兰山嘴,2024/8/23,12476045.83,32.4,8.658333333,11.02333333,0.868333333,0.168666667,20.98333333,376.55,7.97,0.025
兰山嘴,2024/8/24,12102873.33,32.95,8.911666667,11.915,0.866666667,0.1755,28.7,373.5833333,9.171666667,0.025
兰山嘴,2024/8/25,9803329,33.3,8.99,11.9,0.725,0.161,19.65,376,9.66,0.025
兰山嘴,2024/8/26,14291477.5,32.7,8.476666667,7.888333333,0.84,0.1735,26.15,371.4666667,9.741666667,0.025
兰山嘴,2024/8/27,14064548.33,32.28333333,8.378333333,7.266666667,0.846666667,0.1735,26.6,368.9666667,8.543333333,0.025
兰山嘴,2024/8/28,14462935,31.16666667,8.453333333,8.586666667,0.776666667,0.159666667,24.2,363.5,9.696666667,0.025
兰山嘴,2024/8/29,10927888.67,32.03333333,8.5,10.025,0.72,0.146333333,20.58333333,368.3166667,7.37,0.025
兰山嘴,2024/8/30,7885023,32.04,8.6,8.862,0.618,0.137,21.2,372.58,6.144,0.025
兰山嘴,2024/9/2,6134644.75,32.725,8,7.21,0.47,0.091,15.3,378.525,3.835,0.025
兰山嘴,2024/9/3,6727181.167,31.25,8,6.658333333,0.47,0.104333333,20.5,365.5166667,3.991666667,0.025
兰山嘴,2024/9/4,7606657.2,31.04,7.6,7.134,0.51,0.105,19.5,366.9,4.372,0.044
兰山嘴,2024/9/5,7604639.667,31.56666667,7.5,7.841666667,0.55,0.097333333,20.93333333,360.25,4.233333333,0.044833333
兰山嘴,2024/9/6,6323752,31.2,7,7.16,0.59,0.095,19.3,351.8,3.54,0.053
兰山嘴,2024/9/8,6172466,31.7,8,7.56,0.44,0.072,14.9,341,3.73,0.025
兰山嘴,2024/9/9,6547842.167,31.68333333,7.833333333,7.481666667,0.476666667,0.078333333,20.41666667,337.1666667,3.92,0.025
兰山嘴,2024/9/10,6940092.333,31.13333333,7.333333333,7.3,0.471666667,0.080166667,24.23333333,315.8666667,3.296666667,0.025
兰山嘴,2024/9/11,7083871,30.05,7,7.126666667,0.503333333,0.1235,43.43333333,296.3,3.94,0.029833333
兰山嘴,2024/9/12,6779723.333,30.03333333,7,6.7,0.568333333,0.122166667,35.26666667,279.5666667,3.795,0.121833333
兰山嘴,2024/9/13,6635944.5,30.65,7,7.25,0.5725,0.10425,31.7,281.125,3.575,0.0475
兰山嘴,2024/9/14,7144700.5,32.08333333,7.5,8.55,0.563333333,0.089166667,25.46666667,263.3,3.25,0.02
兰山嘴,2024/9/15,7061751,30.83333333,7,6.916666667,0.798333333,0.087,24.96666667,239.5166667,3.666666667,0.136666667
兰山嘴,2024/9/16,8858986.167,29.26666667,7,7.25,1.335,0.143166667,63.53333333,211.8666667,5.9,0.106666667
兰山嘴,2024/9/17,9317972,28.41666667,7,7.1,0.958333333,0.174166667,68.31666667,210.2666667,6.3,0.02
兰山嘴,2024/9/18,9270414.6,29.22,7,6.9,1.094,0.1532,53.56,230.76,6.1,0.026
兰山嘴,2024/9/19,9201843.333,29.4,7,5.966666667,1.52,0.110666667,34.4,228.8,5.433333333,0.063333333
兰山嘴,2024/9/20,9754839.5,29.575,7,6.35,1.4475,0.13025,29.3,192.925,4.675,0.02
兰山嘴,2024/9/21,7551705,28.6,7,6.98,1.17,0.1468,40.64,223.36,4.5,0.02
兰山嘴,2024/9/22,7128110.5,26.08333333,7,7.683333333,1.401666667,0.165166667,58.91666667,296.0833333,5.033333333,0.02
兰山嘴,2024/9/23,6807373.167,25.25,7.333333333,7.966666667,1.356666667,0.152833333,52.45,293.9333333,4.35,0.02
兰山嘴,2024/9/24,6342857.5,24.96666667,7.166666667,7.733333333,1.491666667,0.111166667,40.11666667,286.45,3.75,0.02
兰山嘴,2024/9/25,6077419.667,25.41666667,7.5,7.916666667,1.321666667,0.092,32.55,302.9,3.366666667,0.02
兰山嘴,2024/9/26,6063594.5,25.6,7.5,7.925,1.4225,0.07625,28.85,296.2,3.325,0.02
兰山嘴,2024/9/27,6835023.333,25.4,7.666666667,7.9,1.503333333,0.088,35.66666667,294.0666667,4.133333333,0.02
兰山嘴,2024/10/10,6045345.8,20.74,7.8,8.98,0.714,0.074,31.96,298.76,2.66,0.02
兰山嘴,2024/10/11,6058617.6,21.42,8,9.2,0.8,0.0644,30.86,302.34,2.58,0.02
兰山嘴,2024/10/12,5897695.75,21.575,8,9.075,0.795,0.0575,23.975,302.05,2.575,0.02
兰山嘴,2024/10/13,6047004.75,21.925,8,8.75,0.8675,0.058,24.375,301.775,2.65,0.02
兰山嘴,2024/10/14,5839631.5,22.275,7.75,8.525,0.9375,0.06,22.475,300.825,2.8,0.02
兰山嘴,2024/10/21,7299539.25,20.65,8,9.4,1.17,0.067,29.3,287.225,3.5,0.02
兰山嘴,2024/10/22,7357603.5,20.025,8,9.025,1.215,0.073,32.85,284.775,4,0.02
兰山嘴,2024/10/23,6124976.8,18.98,8,9.08,0.744,0.0812,38,285.8,3,0.02
兰山嘴,2024/10/24,6085161.2,19.12,8,9.3,0.698,0.0752,34.96,285.44,2.9,0.02
兰山嘴,2024/10/25,6293087.667,19.36666667,8,9.266666667,0.736666667,0.070333333,37.26666667,289.6,3.233333333,0.02
兰山嘴,2024/10/26,7472074.6,19.4,8,9.06,1.078,0.065,35.58,287.88,4.38,0.02
兰山嘴,2024/10/27,7388018.333,19.5,8,9.133333333,1.106666667,0.063666667,33.16666667,281.9,3.833333333,0.02
兰山嘴,2024/10/28,12890323.5,19,8,9.55,2.475,0.0665,40.2,280.15,8.15,0.045
兰山嘴,2024/10/30,9854377.333,19.03333333,8,10.1,1.203333333,0.059666667,34.86666667,285.7,5.2,0.02
兰山嘴,2024/10/31,6874838.8,18.68,8,9.54,1.074,0.062,34.78,280.44,3.68,0.02
兰山嘴,2024/11/1,8195392.333,18.5,8,9.3,0.866666667,0.085333333,55.46666667,270.8333333,4.433333333,0.02
兰山嘴,2024/11/4,7819354.667,19.83333333,8.333333333,10.33333333,1.493333333,0.049,27.73333333,260.7666667,4.7,0.02
兰山嘴,2024/11/5,8029493,19.025,8,9.675,1.4775,0.05725,36.5,260.225,5.025,0.02
兰山嘴,2024/11/6,8799262.8,18.36,8.2,10.2,1.038,0.059,34.35,269.04,4.92,0.02
兰山嘴,2024/11/7,9677419.5,17.5,8,10.08333333,0.866666667,0.105666667,55.2,261.5833333,5.15,0.02
兰山嘴,2024/11/8,8792626.333,17.5,8.333333333,10.5,0.753333333,0.080333333,43.7,260,6.233333333,0.02
兰山嘴,2024/11/12,5939170.5,18.85,9,10.35,37.94,0.047,17.45,265.15,2.8,0.02
兰山嘴,2024/11/13,10634100,18.6,8,9.55,1.49,0.0865,34.15,261.3,6.2,0.025
兰山嘴,2024/11/14,11032257,18.75,8,9.95,2.09,0.063,26.55,259.65,4.5,0.02
