Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N,Temp_lag3,Temp_lag7,Temp_lag12,Temp_lag18,Temp_lag24,Temp_lag30,pH_lag3,pH_lag7,pH_lag12,pH_lag18,pH_lag24,pH_lag30,DO_lag3,DO_lag7,DO_lag12,DO_lag18,DO_lag24,DO_lag30,TN_lag3,TN_lag7,TN_lag12,TN_lag18,TN_lag24,TN_lag30,TP_lag3,TP_lag7,TP_lag12,TP_lag18,TP_lag24,TP_lag30,Turbidity_lag3,Turbidity_lag7,Turbidity_lag12,Turbidity_lag18,Turbidity_lag24,Turbidity_lag30,EC_lag3,EC_lag7,EC_lag12,EC_lag18,EC_lag24,EC_lag30,CODMn_lag3,CODMn_lag7,CODMn_lag12,CODMn_lag18,CODMn_lag24,CODMn_lag30,NH3N_lag3,NH3N_lag7,NH3N_lag12,NH3N_lag18,NH3N_lag24,NH3N_lag30,y
兰山嘴,2022/12/25,7348961.833,3.316666667,7.946666667,12.69166667,0.878333333,0.041333333,71.76666667,442.1833333,3.215,0.3464,4.75,4.433333333,7.466666667,7.15,8.675,15.3,7.993333333,7.985,7.918333333,8.69,8.3125,8.31,12.42333333,12.36,11.50666667,11.60666667,10.9475,10.32666667,1.02,0.918333333,0.643333333,0.693333333,1.05,0.833333333,0.074,0.0635,0.033333333,0.03,0.07075,0.0295,111.5666667,96.36666667,56.21666667,29.75,100.275,26.1,457.85,452.1,416.9333333,415.8333333,424.375,427.2333333,3.821666667,3.813333333,3.481666667,3.365,6.5825,4.485,0.043833333,0.2388,0.025,0.034,0.025,0.025,15.81006975
兰山嘴,2022/12/26,5972319.5,3.5,7.991666667,12.72833333,0.883333333,0.025333333,53.96666667,440.6,2.776666667,0.113333333,3.8,4.116666667,7.2,7.483333333,7.533333333,15.56666667,7.975,7.995,7.928333333,8.92,8.373333333,8.331666667,12.54833333,12.46166667,11.66166667,11.34,11.12,10.50166667,0.86,0.888333333,0.615,0.723333333,0.785,0.616666667,0.0605,0.043833333,0.033166667,0.024166667,0.048,0.0325,88.18333333,62.96666667,58.03333333,23.75,64.68333333,24.56666667,444.75,451.5333333,412.9833333,420.15,421.45,424.05,3.456666667,3.03,3.373333333,3.243333333,4.808333333,3.96,0.0895,0.157,0.025,0.057166667,0.025166667,0.025,15.6026461
兰山嘴,2022/12/27,6270974.2,3.58,7.95,12.578,1.162,0.0252,44.8,445.34,2.932,0.1544,3.483333333,4.4,6.733333333,7.583333333,7.266666667,15.98,7.928333333,8.001666667,7.925,8.37,8.956,8.37,12.52,12.52166667,11.67666667,11.21833333,11.45166667,10.612,1.338333333,0.898333333,0.583333333,0.84,0.943333333,0.472,0.0435,0.035,0.035666667,0.0315,0.042166667,0.0224,61.7,53.88333333,58.9,27.83333333,45.96666667,11.84,471.0333333,443.5833333,412.7333333,413.3333333,430.9333333,425.84,3.521666667,2.995,3.341666667,3.403333333,4.735,2.944,0.4296,0.1432,0.058833333,0.046166667,0.025,0.025,15.65144243
兰山嘴,2022/12/28,6185725.75,3.85,7.8575,12.19,1.745,0.021,36.425,465.45,3.2375,0.147666667,3.316666667,4.85,6.883333333,7.933333333,7.133333333,15.46666667,7.946666667,8.008333333,7.915,8.675,8.436666667,8.316666667,12.69166667,12.43,11.67333333,11.29666667,11.24166667,10.07333333,0.878333333,1.02,0.713333333,0.641666667,0.895,0.78,0.041333333,0.039333333,0.0455,0.023333333,0.047333333,0.041,71.76666667,50.11666667,77.35,17.96666667,50.16666667,46.46666667,442.1833333,460.3666667,414.7666667,416.75,415.6,427.4,3.215,2.773333333,3.91,3.105,4.311666667,6.53,0.3464,0.057833333,0.0656,0.029,0.069833333,0.025,15.63775506
兰山嘴,2022/12/29,5863365,4.1,7.935,12.51,1.43,0.025,31.85,453.2,2.95,0.097,3.5,4.75,5.916666667,7.883333333,6.96,14.7,7.991666667,7.993333333,7.916666667,8.426666667,7.706,8.3175,12.72833333,12.42333333,11.99666667,11.45333333,11.622,9.59,0.883333333,1.02,0.68,0.643333333,0.724,1.2375,0.025333333,0.074,0.079666667,0.0405,0.0478,0.071,53.96666667,111.5666667,174.5833333,34.41666667,63.42,94.275,440.6,457.85,414.95,414.15,416.12,432.575,2.776666667,3.821666667,5.216666667,3.303333333,4.472,7.74,0.113333333,0.043833333,0.3118,0.025,0.025,0.025,15.5842344
兰山嘴,2022/12/30,6419613,4.06,7.936,12.646,1.568,0.016,26.86,457.44,3.014,0.105,3.58,3.8,4.433333333,7.7,7.066666667,11.35,7.95,7.975,7.985,8.544,7.638333333,8.335,12.578,12.54833333,12.36,11.492,11.78833333,10.31,1.162,0.86,0.918333333,0.646,0.91,1.08,0.0252,0.0605,0.0635,0.0374,0.036666667,0.080166667,44.8,88.18333333,96.36666667,34.56,45.93333333,118.1666667,445.34,444.75,452.1,416.72,425.1833333,432.3666667,2.932,3.456666667,3.813333333,3.148,4.78,6.333333333,0.1544,0.0895,0.2388,0.025,0.025,0.027,15.67486855
兰山嘴,2022/12/31,5729586.167,4.116666667,7.968333333,12.63833333,1.146666667,0.015333333,26.5,442.2,2.756666667,0.044833333,3.85,3.483333333,4.116666667,7.466666667,7.15,8.675,7.8575,7.928333333,7.995,7.918333333,8.69,8.3125,12.19,12.52,12.46166667,11.50666667,11.60666667,10.9475,1.745,1.338333333,0.888333333,0.643333333,0.693333333,1.05,0.021,0.0435,0.043833333,0.033333333,0.03,0.07075,36.425,61.7,62.96666667,56.21666667,29.75,100.275,465.45,471.0333333,451.5333333,416.9333333,415.8333333,424.375,3.2375,3.521666667,3.03,3.481666667,3.365,6.5825,0.147666667,0.4296,0.157,0.025,0.034,0.025,15.56115404
兰山嘴,2023/1/1,5823179.4,4.38,7.964,12.616,1.154,0.0148,25.68,442.82,2.708,0.0376,4.1,3.316666667,4.4,7.2,7.483333333,7.533333333,7.935,7.946666667,8.001666667,7.928333333,8.92,8.373333333,12.51,12.69166667,12.52166667,11.66166667,11.34,11.12,1.43,0.878333333,0.898333333,0.615,0.723333333,0.785,0.025,0.041333333,0.035,0.033166667,0.024166667,0.048,31.85,71.76666667,53.88333333,58.03333333,23.75,64.68333333,453.2,442.1833333,443.5833333,412.9833333,420.15,421.45,2.95,3.215,2.995,3.373333333,3.243333333,4.808333333,0.097,0.3464,0.1432,0.025,0.057166667,0.025166667,15.57735713
兰山嘴,2023/1/2,5469670.4,4.58,7.972,12.506,0.976,0.0108,25.08,437,2.518,0.025,4.06,3.5,4.85,6.733333333,7.583333333,7.266666667,7.936,7.991666667,8.008333333,7.925,8.37,8.956,12.646,12.72833333,12.43,11.67666667,11.21833333,11.45166667,1.568,0.883333333,1.02,0.583333333,0.84,0.943333333,0.016,0.025333333,0.039333333,0.035666667,0.0315,0.042166667,26.86,53.96666667,50.11666667,58.9,27.83333333,45.96666667,457.44,440.6,460.3666667,412.7333333,413.3333333,430.9333333,3.014,2.776666667,2.773333333,3.341666667,3.403333333,4.735,0.105,0.113333333,0.057833333,0.058833333,0.046166667,0.025,15.5147291
兰山嘴,2023/1/3,6081113,5.14,7.998,12.7,0.994,0.0086,23.96,441.44,2.636,0.025,4.116666667,3.58,4.75,6.883333333,7.933333333,7.133333333,7.968333333,7.95,7.993333333,7.915,8.675,8.436666667,12.63833333,12.578,12.42333333,11.67333333,11.29666667,11.24166667,1.146666667,1.162,1.02,0.713333333,0.641666667,0.895,0.015333333,0.0252,0.074,0.0455,0.023333333,0.047333333,26.5,44.8,111.5666667,77.35,17.96666667,50.16666667,442.2,445.34,457.85,414.7666667,416.75,415.6,2.756666667,2.932,3.821666667,3.91,3.105,4.311666667,0.044833333,0.1544,0.043833333,0.0656,0.029,0.069833333,15.62069846
兰山嘴,2023/1/4,5895919.833,5.266666667,7.976666667,12.52166667,1.128333333,0.013,21.95,444.1,2.768333333,0.053666667,4.38,3.85,3.8,5.916666667,7.883333333,6.96,7.964,7.8575,7.975,7.916666667,8.426666667,7.706,12.616,12.19,12.54833333,11.99666667,11.45333333,11.622,1.154,1.745,0.86,0.68,0.643333333,0.724,0.0148,0.021,0.0605,0.079666667,0.0405,0.0478,25.68,36.425,88.18333333,174.5833333,34.41666667,63.42,442.82,465.45,444.75,414.95,414.15,416.12,2.708,3.2375,3.456666667,5.216666667,3.303333333,4.472,0.0376,0.147666667,0.0895,0.3118,0.025,0.025,15.58977129
兰山嘴,2023/1/5,6125310.833,5.783333333,8.038333333,12.58833333,1.388333333,0.011833333,25.3,456.7166667,2.931666667,0.0845,4.58,4.1,3.483333333,4.433333333,7.7,7.066666667,7.972,7.935,7.928333333,7.985,8.544,7.638333333,12.506,12.51,12.52,12.36,11.492,11.78833333,0.976,1.43,1.338333333,0.918333333,0.646,0.91,0.0108,0.025,0.0435,0.0635,0.0374,0.036666667,25.08,31.85,61.7,96.36666667,34.56,45.93333333,437,453.2,471.0333333,452.1,416.72,425.1833333,2.518,2.95,3.521666667,3.813333333,3.148,4.78,0.025,0.097,0.4296,0.2388,0.025,0.025,15.62794022
兰山嘴,2023/1/6,5587816,6.425,8.01,12.405,1.165,0.01825,19.1,450.725,2.72,0.05175,5.14,4.06,3.316666667,4.116666667,7.466666667,7.15,7.998,7.936,7.946666667,7.995,7.918333333,8.69,12.7,12.646,12.69166667,12.46166667,11.50666667,11.60666667,0.994,1.568,0.878333333,0.888333333,0.643333333,0.693333333,0.0086,0.016,0.041333333,0.043833333,0.033333333,0.03,23.96,26.86,71.76666667,62.96666667,56.21666667,29.75,441.44,457.44,442.1833333,451.5333333,416.9333333,415.8333333,2.636,3.014,3.215,3.03,3.481666667,3.365,0.025,0.105,0.3464,0.157,0.025,0.034,15.53609925
兰山嘴,2023/1/7,5115567.167,6.833333333,7.975,12.16166667,1.138333333,0.023166667,13.75,440.4,2.81,0.059833333,5.266666667,4.116666667,3.5,4.4,7.2,7.483333333,7.976666667,7.968333333,7.991666667,8.001666667,7.928333333,8.92,12.52166667,12.63833333,12.72833333,12.52166667,11.66166667,11.34,1.128333333,1.146666667,0.883333333,0.898333333,0.615,0.723333333,0.013,0.015333333,0.025333333,0.035,0.033166667,0.024166667,21.95,26.5,53.96666667,53.88333333,58.03333333,23.75,444.1,442.2,440.6,443.5833333,412.9833333,420.15,2.768333333,2.756666667,2.776666667,2.995,3.373333333,3.243333333,0.053666667,0.044833333,0.113333333,0.1432,0.025,0.057166667,15.44779903
兰山嘴,2023/1/8,5387295.167,7.083333333,7.971666667,12.01833333,1.24,0.027,20.53333333,438.3666667,2.811666667,0.040666667,5.783333333,4.38,3.58,4.85,6.733333333,7.583333333,8.038333333,7.964,7.95,8.008333333,7.925,8.37,12.58833333,12.616,12.578,12.43,11.67666667,11.21833333,1.388333333,1.154,1.162,1.02,0.583333333,0.84,0.011833333,0.0148,0.0252,0.039333333,0.035666667,0.0315,25.3,25.68,44.8,50.11666667,58.9,27.83333333,456.7166667,442.82,445.34,460.3666667,412.7333333,413.3333333,2.931666667,2.708,2.932,2.773333333,3.341666667,3.403333333,0.0845,0.0376,0.1544,0.057833333,0.058833333,0.046166667,15.49955418
兰山嘴,2023/1/9,6253323.6,7.92,8.04,12.096,1.234,0.0238,24.54,439.28,2.906,0.0306,6.425,4.58,3.85,4.75,6.883333333,7.933333333,8.01,7.972,7.8575,7.993333333,7.915,8.675,12.405,12.506,12.19,12.42333333,11.67333333,11.29666667,1.165,0.976,1.745,1.02,0.713333333,0.641666667,0.01825,0.0108,0.021,0.074,0.0455,0.023333333,19.1,25.08,36.425,111.5666667,77.35,17.96666667,450.725,437,465.45,457.85,414.7666667,416.75,2.72,2.518,3.2375,3.821666667,3.91,3.105,0.05175,0.025,0.147666667,0.043833333,0.0656,0.029,15.64862382
兰山嘴,2023/1/10,7059368.833,7.8,8.005,11.97833333,1.141666667,0.047666667,51.1,436.2833333,3.168333333,0.025666667,6.833333333,5.14,4.1,3.8,5.916666667,7.883333333,7.975,7.998,7.935,7.975,7.916666667,8.426666667,12.16166667,12.7,12.51,12.54833333,11.99666667,11.45333333,1.138333333,0.994,1.43,0.86,0.68,0.643333333,0.023166667,0.0086,0.025,0.0605,0.079666667,0.0405,13.75,23.96,31.85,88.18333333,174.5833333,34.41666667,440.4,441.44,453.2,444.75,414.95,414.15,2.81,2.636,2.95,3.456666667,5.216666667,3.303333333,0.059833333,0.025,0.097,0.0895,0.3118,0.025,15.76986635
兰山嘴,2023/1/11,6480289.167,7.883333333,7.975,11.65166667,0.941666667,0.0435,54.58333333,435.0666667,3.418333333,0.025,7.083333333,5.266666667,4.06,3.483333333,4.433333333,7.7,7.971666667,7.976666667,7.936,7.928333333,7.985,8.544,12.01833333,12.52166667,12.646,12.52,12.36,11.492,1.24,1.128333333,1.568,1.338333333,0.918333333,0.646,0.027,0.013,0.016,0.0435,0.0635,0.0374,20.53333333,21.95,26.86,61.7,96.36666667,34.56,438.3666667,444.1,457.44,471.0333333,452.1,416.72,2.811666667,2.768333333,3.014,3.521666667,3.813333333,3.148,0.040666667,0.053666667,0.105,0.4296,0.2388,0.025,15.68427585
兰山嘴,2023/1/12,6228066,8.716666667,7.983333333,11.48333333,0.846666667,0.040333333,51.16666667,431.7666667,3.61,0.036,7.92,5.783333333,4.116666667,3.316666667,4.116666667,7.466666667,8.04,8.038333333,7.968333333,7.946666667,7.995,7.918333333,12.096,12.58833333,12.63833333,12.69166667,12.46166667,11.50666667,1.234,1.388333333,1.146666667,0.878333333,0.888333333,0.643333333,0.0238,0.011833333,0.015333333,0.041333333,0.043833333,0.033333333,24.54,25.3,26.5,71.76666667,62.96666667,56.21666667,439.28,456.7166667,442.2,442.1833333,451.5333333,416.9333333,2.906,2.931666667,2.756666667,3.215,3.03,3.481666667,0.0306,0.0845,0.044833333,0.3464,0.157,0.025,15.64457657
兰山嘴,2023/1/13,5756581.667,9.616666667,8.026666667,11.36666667,0.936666667,0.032666667,33.76666667,432.3333333,2.125,0.026166667,7.8,6.425,4.38,3.5,4.4,7.2,8.005,8.01,7.964,7.991666667,8.001666667,7.928333333,11.97833333,12.405,12.616,12.72833333,12.52166667,11.66166667,1.141666667,1.165,1.154,0.883333333,0.898333333,0.615,0.047666667,0.01825,0.0148,0.025333333,0.035,0.033166667,51.1,19.1,25.68,53.96666667,53.88333333,58.03333333,436.2833333,450.725,442.82,440.6,443.5833333,412.9833333,3.168333333,2.72,2.708,2.776666667,2.995,3.373333333,0.025666667,0.05175,0.0376,0.113333333,0.1432,0.025,15.56585457
兰山嘴,2023/1/14,6555583.25,9.725,8,11.195,1.0575,0.04975,56.625,429.625,2.6525,0.042,7.883333333,6.833333333,4.58,3.58,4.85,6.733333333,7.975,7.975,7.972,7.95,8.008333333,7.925,11.65166667,12.16166667,12.506,12.578,12.43,11.67666667,0.941666667,1.138333333,0.976,1.162,1.02,0.583333333,0.0435,0.023166667,0.0108,0.0252,0.039333333,0.035666667,54.58333333,13.75,25.08,44.8,50.11666667,58.9,435.0666667,440.4,437,445.34,460.3666667,412.7333333,3.418333333,2.81,2.518,2.932,2.773333333,3.341666667,0.025,0.059833333,0.025,0.1544,0.057833333,0.058833333,15.6958278
兰山嘴,2023/1/15,11748540,10.3,8,11.4125,0.8,0.08,101.3925,431.2,4.52,0.83,8.716666667,7.083333333,5.14,3.85,4.75,6.883333333,7.983333333,7.971666667,7.998,7.8575,7.993333333,7.915,11.48333333,12.01833333,12.7,12.19,12.42333333,11.67333333,0.846666667,1.24,0.994,1.745,1.02,0.713333333,0.040333333,0.027,0.0086,0.021,0.074,0.0455,51.16666667,20.53333333,23.96,36.425,111.5666667,77.35,431.7666667,438.3666667,441.44,465.45,457.85,414.7666667,3.61,2.811666667,2.636,3.2375,3.821666667,3.91,0.036,0.040666667,0.025,0.147666667,0.043833333,0.0656,16.27923962
兰山嘴,2023/1/16,9383234.8,6,8.006,11.63,0.822,0.0698,146.16,426.98,3.546,1.618,9.616666667,7.92,5.266666667,4.1,3.8,5.916666667,8.026666667,8.04,7.976666667,7.935,7.975,7.916666667,11.36666667,12.096,12.52166667,12.51,12.54833333,11.99666667,0.936666667,1.234,1.128333333,1.43,0.86,0.68,0.032666667,0.0238,0.013,0.025,0.0605,0.079666667,33.76666667,24.54,21.95,31.85,88.18333333,174.5833333,432.3333333,439.28,444.1,453.2,444.75,414.95,2.125,2.906,2.768333333,2.95,3.456666667,5.216666667,0.026166667,0.0306,0.053666667,0.097,0.0895,0.3118,16.05443523
兰山嘴,2023/1/17,7236023.2,4.7,8.006,12.184,0.906,0.0366,89.44,419.22,2.532,1.699,9.725,7.8,5.783333333,4.06,3.483333333,4.433333333,8,8.005,8.038333333,7.936,7.928333333,7.985,11.195,11.97833333,12.58833333,12.646,12.52,12.36,1.0575,1.141666667,1.388333333,1.568,1.338333333,0.918333333,0.04975,0.047666667,0.011833333,0.016,0.0435,0.0635,56.625,51.1,25.3,26.86,61.7,96.36666667,429.625,436.2833333,456.7166667,457.44,471.0333333,452.1,2.6525,3.168333333,2.931666667,3.014,3.521666667,3.813333333,0.042,0.025666667,0.0845,0.105,0.4296,0.2388,15.79458247
兰山嘴,2023/1/18,5854713,5,8.07,12.42,0.92,0.02,57.3,415.3,2.22,0.025,10.3,7.883333333,6.425,4.116666667,3.316666667,4.116666667,8,7.975,8.01,7.968333333,7.946666667,7.995,11.4125,11.65166667,12.405,12.63833333,12.69166667,12.46166667,0.8,0.941666667,1.165,1.146666667,0.878333333,0.888333333,0.08,0.0435,0.01825,0.015333333,0.041333333,0.043833333,101.3925,54.58333333,19.1,26.5,71.76666667,62.96666667,431.2,435.0666667,450.725,442.2,442.1833333,451.5333333,4.52,3.418333333,2.72,2.756666667,3.215,3.03,0.83,0.025,0.05175,0.044833333,0.3464,0.157,15.58275771
兰山嘴,2023/1/19,5990628.667,4.5,8.053333333,12.39666667,0.926666667,0.04,52.46666667,419.0666667,2.216666667,0.15,6,8.716666667,6.833333333,4.38,3.5,4.4,8.006,7.983333333,7.975,7.964,7.991666667,8.001666667,11.63,11.48333333,12.16166667,12.616,12.72833333,12.52166667,0.822,0.846666667,1.138333333,1.154,0.883333333,0.898333333,0.0698,0.040333333,0.023166667,0.0148,0.025333333,0.035,146.16,51.16666667,13.75,25.68,53.96666667,53.88333333,426.98,431.7666667,440.4,442.82,440.6,443.5833333,3.546,3.61,2.81,2.708,2.776666667,2.995,1.618,0.036,0.059833333,0.0376,0.113333333,0.1432,15.60570708
兰山嘴,2023/1/28,6877318.5,2.7,8.0325,13.1525,1.545,0.0565,87.075,454.175,3.0475,0.18025,4.7,9.616666667,7.083333333,4.58,3.58,4.85,8.006,8.026666667,7.971666667,7.972,7.95,8.008333333,12.184,11.36666667,12.01833333,12.506,12.578,12.43,0.906,0.936666667,1.24,0.976,1.162,1.02,0.0366,0.032666667,0.027,0.0108,0.0252,0.039333333,89.44,33.76666667,20.53333333,25.08,44.8,50.11666667,419.22,432.3333333,438.3666667,437,445.34,460.3666667,2.532,2.125,2.811666667,2.518,2.932,2.773333333,1.699,0.026166667,0.040666667,0.025,0.1544,0.057833333,15.74373953
兰山嘴,2023/1/29,6111593,3,8.068333333,13.15,1.828333333,0.049,60.43333333,473.3,2.998333333,0.189833333,5,9.725,7.92,5.14,3.85,4.75,8.07,8,8.04,7.998,7.8575,7.993333333,12.42,11.195,12.096,12.7,12.19,12.42333333,0.92,1.0575,1.234,0.994,1.745,1.02,0.02,0.04975,0.0238,0.0086,0.021,0.074,57.3,56.625,24.54,23.96,36.425,111.5666667,415.3,429.625,439.28,441.44,465.45,457.85,2.22,2.6525,2.906,2.636,3.2375,3.821666667,0.025,0.042,0.0306,0.025,0.147666667,0.043833333,15.62569818
兰山嘴,2023/1/30,6238093.8,3.64,8.138,13.25,1.602,0.0462,51.06,473.2,3.084,0.0744,4.5,10.3,7.8,5.266666667,4.1,3.8,8.053333333,8,8.005,7.976666667,7.935,7.975,12.39666667,11.4125,11.97833333,12.52166667,12.51,12.54833333,0.926666667,0.8,1.141666667,1.128333333,1.43,0.86,0.04,0.08,0.047666667,0.013,0.025,0.0605,52.46666667,101.3925,51.1,21.95,31.85,88.18333333,419.0666667,431.2,436.2833333,444.1,453.2,444.75,2.216666667,4.52,3.168333333,2.768333333,2.95,3.456666667,0.15,0.83,0.025666667,0.053666667,0.097,0.0895,15.64618537
兰山嘴,2023/1/31,6532846.5,4.416666667,8.26,13.24666667,1.52,0.046333333,52.26666667,463.1166667,3.046666667,0.041166667,2.7,6,7.883333333,5.783333333,4.06,3.483333333,8.0325,8.006,7.975,8.038333333,7.936,7.928333333,13.1525,11.63,11.65166667,12.58833333,12.646,12.52,1.545,0.822,0.941666667,1.388333333,1.568,1.338333333,0.0565,0.0698,0.0435,0.011833333,0.016,0.0435,87.075,146.16,54.58333333,25.3,26.86,61.7,454.175,426.98,435.0666667,456.7166667,457.44,471.0333333,3.0475,3.546,3.418333333,2.931666667,3.014,3.521666667,0.18025,1.618,0.025,0.0845,0.105,0.4296,15.69235347
兰山嘴,2023/2/1,5766929,4.966666667,8.28,13.22333333,1.89,0.051333333,37.33333333,475.75,3.073333333,0.124,3,4.7,8.716666667,6.425,4.116666667,3.316666667,8.068333333,8.006,7.983333333,8.01,7.968333333,7.946666667,13.15,12.184,11.48333333,12.405,12.63833333,12.69166667,1.828333333,0.906,0.846666667,1.165,1.146666667,0.878333333,0.049,0.0366,0.040333333,0.01825,0.015333333,0.041333333,60.43333333,89.44,51.16666667,19.1,26.5,71.76666667,473.3,419.22,431.7666667,450.725,442.2,442.1833333,2.998333333,2.532,3.61,2.72,2.756666667,3.215,0.189833333,1.699,0.036,0.05175,0.044833333,0.3464,15.56765043
兰山嘴,2023/2/2,8855989.833,5.1,8.305,12.92833333,1.748333333,0.085833333,111.6833333,478.7166667,3.906666667,0.038666667,3.64,5,9.616666667,6.833333333,4.38,3.5,8.138,8.07,8.026666667,7.975,7.964,7.991666667,13.25,12.42,11.36666667,12.16166667,12.616,12.72833333,1.602,0.92,0.936666667,1.138333333,1.154,0.883333333,0.0462,0.02,0.032666667,0.023166667,0.0148,0.025333333,51.06,57.3,33.76666667,13.75,25.68,53.96666667,473.2,415.3,432.3333333,440.4,442.82,440.6,3.084,2.22,2.125,2.81,2.708,2.776666667,0.0744,0.025,0.026166667,0.059833333,0.0376,0.113333333,15.99660472
兰山嘴,2023/2/6,7027601,5.5,8.17,12.23,1.71,0.048,65.9,453.5,2.88,0.139,4.416666667,4.5,9.725,7.083333333,4.58,3.58,8.26,8.053333333,8,7.971666667,7.972,7.95,13.24666667,12.39666667,11.195,12.01833333,12.506,12.578,1.52,0.926666667,1.0575,1.24,0.976,1.162,0.046333333,0.04,0.04975,0.027,0.0108,0.0252,52.26666667,52.46666667,56.625,20.53333333,25.08,44.8,463.1166667,419.0666667,429.625,438.3666667,437,445.34,3.046666667,2.216666667,2.6525,2.811666667,2.518,2.932,0.041166667,0.15,0.042,0.040666667,0.025,0.1544,15.7653561
兰山嘴,2023/2/7,6604133,7.1,8.46,12.75,1.27,0.032,41.1,436.5,2.35,0.094,4.966666667,2.7,10.3,7.92,5.14,3.85,8.28,8.0325,8,8.04,7.998,7.8575,13.22333333,13.1525,11.4125,12.096,12.7,12.19,1.89,1.545,0.8,1.234,0.994,1.745,0.051333333,0.0565,0.08,0.0238,0.0086,0.021,37.33333333,87.075,101.3925,24.54,23.96,36.425,475.75,454.175,431.2,439.28,441.44,465.45,3.073333333,3.0475,4.52,2.906,2.636,3.2375,0.124,0.18025,0.83,0.0306,0.025,0.147666667,15.70320637
兰山嘴,2023/2/8,7068291.833,6.366666667,8.345,12.44,1.905,0.0475,43.53333333,473.65,3.305,0.1065,5.1,3,6,7.8,5.266666667,4.1,8.305,8.068333333,8.006,8.005,7.976666667,7.935,12.92833333,13.15,11.63,11.97833333,12.52166667,12.51,1.748333333,1.828333333,0.822,1.141666667,1.128333333,1.43,0.085833333,0.049,0.0698,0.047666667,0.013,0.025,111.6833333,60.43333333,146.16,51.1,21.95,31.85,478.7166667,473.3,426.98,436.2833333,444.1,453.2,3.906666667,2.998333333,3.546,3.168333333,2.768333333,2.95,0.038666667,0.189833333,1.618,0.025666667,0.053666667,0.097,15.77112954
兰山嘴,2023/2/14,6855390.5,6.85,8.23,11.705,2.6,0.09,49.35,535.5,4.23,0.126,5.5,3.64,4.7,7.883333333,5.783333333,4.06,8.17,8.138,8.006,7.975,8.038333333,7.936,12.23,13.25,12.184,11.65166667,12.58833333,12.646,1.71,1.602,0.906,0.941666667,1.388333333,1.568,0.048,0.0462,0.0366,0.0435,0.011833333,0.016,65.9,51.06,89.44,54.58333333,25.3,26.86,453.5,473.2,419.22,435.0666667,456.7166667,457.44,2.88,3.084,2.532,3.418333333,2.931666667,3.014,0.139,0.0744,1.699,0.025,0.0845,0.105,15.74054598
兰山嘴,2023/2/15,6278062.833,6.7,8.2,11.57833333,2.65,0.0835,44.41666667,533.4,4.061666667,0.195,7.1,4.416666667,5,8.716666667,6.425,4.116666667,8.46,8.26,8.07,7.983333333,8.01,7.968333333,12.75,13.24666667,12.42,11.48333333,12.405,12.63833333,1.27,1.52,0.92,0.846666667,1.165,1.146666667,0.032,0.046333333,0.02,0.040333333,0.01825,0.015333333,41.1,52.26666667,57.3,51.16666667,19.1,26.5,436.5,463.1166667,415.3,431.7666667,450.725,442.2,2.35,3.046666667,2.22,3.61,2.72,2.756666667,0.094,0.041166667,0.025,0.036,0.05175,0.044833333,15.65257218
兰山嘴,2023/2/16,6439892.5,6.783333333,8.143333333,11.63833333,2.07,0.063166667,60.1,470.0833333,3.255,0.1155,6.366666667,4.966666667,4.5,9.616666667,6.833333333,4.38,8.345,8.28,8.053333333,8.026666667,7.975,7.964,12.44,13.22333333,12.39666667,11.36666667,12.16166667,12.616,1.905,1.89,0.926666667,0.936666667,1.138333333,1.154,0.0475,0.051333333,0.04,0.032666667,0.023166667,0.0148,43.53333333,37.33333333,52.46666667,33.76666667,13.75,25.68,473.65,475.75,419.0666667,432.3333333,440.4,442.82,3.305,3.073333333,2.216666667,2.125,2.81,2.708,0.1065,0.124,0.15,0.026166667,0.059833333,0.0376,15.67802256
兰山嘴,2023/2/17,7659727.167,7.166666667,8.226666667,11.76166667,1.953333333,0.073666667,71.25,487.9666667,3.675,0.064333333,6.85,5.1,2.7,9.725,7.083333333,4.58,8.23,8.305,8.0325,8,7.971666667,7.972,11.705,12.92833333,13.1525,11.195,12.01833333,12.506,2.6,1.748333333,1.545,1.0575,1.24,0.976,0.09,0.085833333,0.0565,0.04975,0.027,0.0108,49.35,111.6833333,87.075,56.625,20.53333333,25.08,535.5,478.7166667,454.175,429.625,438.3666667,437,4.23,3.906666667,3.0475,2.6525,2.811666667,2.518,0.126,0.038666667,0.18025,0.042,0.040666667,0.025,15.85148705
兰山嘴,2023/2/18,6643416.5,7.95,8.275,11.73666667,2.178333333,0.0575,39.66666667,503.4,3.685,0.098833333,6.7,5.5,3,10.3,7.92,5.14,8.2,8.17,8.068333333,8,8.04,7.998,11.57833333,12.23,13.15,11.4125,12.096,12.7,2.65,1.71,1.828333333,0.8,1.234,0.994,0.0835,0.048,0.049,0.08,0.0238,0.0086,44.41666667,65.9,60.43333333,101.3925,24.54,23.96,533.4,453.5,473.3,431.2,439.28,441.44,4.061666667,2.88,2.998333333,4.52,2.906,2.636,0.195,0.139,0.189833333,0.83,0.0306,0.025,15.70913707
