Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N,Temp_lag0,Temp_lag1,Temp_lag2,Temp_lag3,Temp_lag4,Temp_lag5,Temp_lag6,Temp_lag7,Temp_lag8,Temp_lag9,Temp_lag10,Temp_lag11,Temp_lag12,Temp_lag13,Temp_lag14,pH_lag0,pH_lag1,pH_lag2,pH_lag3,pH_lag4,pH_lag5,pH_lag6,pH_lag7,pH_lag8,pH_lag9,pH_lag10,pH_lag11,pH_lag12,pH_lag13,pH_lag14,DO_lag0,DO_lag1,DO_lag2,DO_lag3,DO_lag4,DO_lag5,DO_lag6,DO_lag7,DO_lag8,DO_lag9,DO_lag10,DO_lag11,DO_lag12,DO_lag13,DO_lag14,TN_lag0,TN_lag1,TN_lag2,TN_lag3,TN_lag4,TN_lag5,TN_lag6,TN_lag7,TN_lag8,TN_lag9,TN_lag10,TN_lag11,TN_lag12,TN_lag13,TN_lag14,TP_lag0,TP_lag1,TP_lag2,TP_lag3,TP_lag4,TP_lag5,TP_lag6,TP_lag7,TP_lag8,TP_lag9,TP_lag10,TP_lag11,TP_lag12,TP_lag13,TP_lag14,Turbidity_lag0,Turbidity_lag1,Turbidity_lag2,Turbidity_lag3,Turbidity_lag4,Turbidity_lag5,Turbidity_lag6,Turbidity_lag7,Turbidity_lag8,Turbidity_lag9,Turbidity_lag10,Turbidity_lag11,Turbidity_lag12,Turbidity_lag13,Turbidity_lag14,EC_lag0,EC_lag1,EC_lag2,EC_lag3,EC_lag4,EC_lag5,EC_lag6,EC_lag7,EC_lag8,EC_lag9,EC_lag10,EC_lag11,EC_lag12,EC_lag13,EC_lag14,CODMn_lag0,CODMn_lag1,CODMn_lag2,CODMn_lag3,CODMn_lag4,CODMn_lag5,CODMn_lag6,CODMn_lag7,CODMn_lag8,CODMn_lag9,CODMn_lag10,CODMn_lag11,CODMn_lag12,CODMn_lag13,CODMn_lag14,NH3N_lag0,NH3N_lag1,NH3N_lag2,NH3N_lag3,NH3N_lag4,NH3N_lag5,NH3N_lag6,NH3N_lag7,NH3N_lag8,NH3N_lag9,NH3N_lag10,NH3N_lag11,NH3N_lag12,NH3N_lag13,NH3N_lag14,y
拖山,2023/6/25,16579610,25.575,7.8525,6.98,1.3975,0.081,44.475,470.7,3.3625,0.105,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,27.33333333,27.6,28.1,28.25,27.38,25.78,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,7.883333333,7.821666667,8.05,7.886666667,8.154,7.792,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,9.003333333,8.575,8.985,9.288333333,10.698,9.664,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.873333333,0.853333333,1.031666667,0.968333333,0.882,1.016,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,0.066,0.136333333,0.083833333,0.063833333,0.051,0.057,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,52.61666667,42.66666667,48.93333333,44.41666667,22.72,26.88,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,480.3,484.0333333,488.6833333,495.4833333,501.72,505.94,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,3.311666667,3.388333333,3.441666667,3.52,3.286,3.932,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.62368425
拖山,2023/6/26,14159881.67,25.95,7.735,6.681666667,1.211666667,0.073833333,75.03333333,480.6833333,3.0425,0.175,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,27.33333333,27.6,28.1,28.25,27.38,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,7.883333333,7.821666667,8.05,7.886666667,8.154,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,9.003333333,8.575,8.985,9.288333333,10.698,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.873333333,0.853333333,1.031666667,0.968333333,0.882,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,0.066,0.136333333,0.083833333,0.063833333,0.051,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,52.61666667,42.66666667,48.93333333,44.41666667,22.72,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,480.3,484.0333333,488.6833333,495.4833333,501.72,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,3.311666667,3.388333333,3.441666667,3.52,3.286,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,0.025,0.025,0.025,0.025,0.025,16.46592336
拖山,2023/6/27,14099428.33,26.95,7.763333333,6.886666667,1.235,0.067666667,127.7,487.1,3.586666667,0.155,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,27.33333333,27.6,28.1,28.25,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,7.883333333,7.821666667,8.05,7.886666667,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,9.003333333,8.575,8.985,9.288333333,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.873333333,0.853333333,1.031666667,0.968333333,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,0.066,0.136333333,0.083833333,0.063833333,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,52.61666667,42.66666667,48.93333333,44.41666667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,480.3,484.0333333,488.6833333,495.4833333,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,3.311666667,3.388333333,3.441666667,3.52,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,0.025,0.025,0.025,0.025,16.46164488
拖山,2023/6/28,16027126.67,28.41666667,7.895,7.28,1.31,0.0665,62.96666667,489.6166667,2.906666667,0.105,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,27.33333333,27.6,28.1,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,7.883333333,7.821666667,8.05,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,9.003333333,8.575,8.985,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.873333333,0.853333333,1.031666667,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,0.066,0.136333333,0.083833333,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,52.61666667,42.66666667,48.93333333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,480.3,484.0333333,488.6833333,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,3.311666667,3.388333333,3.441666667,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,0.025,0.025,0.025,16.58979332
拖山,2023/6/29,18923385,29.5,8.093333333,8.033333333,0.99,0.072333333,98.05,487.4833333,2.966666667,0.0425,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,27.33333333,27.6,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,7.883333333,7.821666667,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,9.003333333,8.575,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.873333333,0.853333333,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,0.066,0.136333333,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,52.61666667,42.66666667,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,480.3,484.0333333,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,3.311666667,3.388333333,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,0.025,0.025,16.75590907
拖山,2023/6/30,16772108.33,28.98333333,7.923333333,6.95,0.998333333,0.0652,93.3,497.4,2.96,0.076666667,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,27.33333333,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,7.883333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,9.003333333,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.873333333,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,0.066,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,52.61666667,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,480.3,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,3.311666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,0.025,16.63522791
拖山,2023/7/1,17830008.33,29.68333333,8.175,8.323333333,0.845,0.213666667,55.51666667,495.4,2.71,0.056666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,27.43333333,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.048333333,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,8.658333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.955,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,0.068666667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,43.85,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,501.1833333,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,4.03,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,0.025,16.69639351
拖山,2023/7/2,19051223.33,29.81666667,8.191666667,8.051666667,0.923333333,0.095833333,282.0166667,493.8166667,2.821666667,0.026666667,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,27.36666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.4,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,8.09,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,1.046666667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,0.068666667,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,35.33333333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,540.0666667,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,3.866666667,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,0.026666667,16.76264193
拖山,2023/7/3,20037476.67,30.13333333,8.231666667,8.361666667,0.95,0.129166667,80.05,491.1833333,3.118333333,0.035833333,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,27.6,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,8.613333333,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,9.216666667,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,1.206666667,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,0.071666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,40.7,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,534.5666667,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,3.956666667,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,0.025,16.81311496
拖山,2023/7/4,21782705,30.91666667,8.513333333,9.26,0.773333333,0.056,73.91666667,489.25,2.82,0.025,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,26.7,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,8.29,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,7.63,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,1.36,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,0.076,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,79.6,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,535.1,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,4.34,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,0.025,16.89662691
拖山,2023/7/5,18468646.67,30.41666667,7.96,5.461666667,0.921666667,0.0505,116.0683333,460.4166667,2.605,0.030833333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,25.375,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.8425,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,7.05,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,1.29,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,0.07925,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,37.6,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,502.325,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,3.325,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,0.1175,16.73158513
拖山,2023/7/6,19348678.33,30.78333333,8.186666667,7.52,1.01,0.052333333,358.5166667,493.9666667,3.108333333,0.026666667,30.78333333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,26.24,8.186666667,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,8.152,7.52,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,8.628,1.01,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,1.516,0.052333333,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,0.0762,358.5166667,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,29.44,493.9666667,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,489.34,3.108333333,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,3.166,0.026666667,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,0.081,16.77813472
拖山,2023/7/7,17714916,30.92,8.118,7.064,1.092,0.0566,287.74,493.1,2.908,0.033,30.92,30.78333333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,27.66666667,8.118,8.186666667,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,8.593333333,7.064,7.52,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,11.24833333,1.092,1.01,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,1.198333333,0.0566,0.052333333,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,0.079333333,287.74,358.5166667,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,1014.05,493.1,493.9666667,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,455.7,2.908,3.108333333,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,3.833333333,0.033,0.026666667,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,0.035,16.68991761
拖山,2023/7/8,15595991.67,30.46666667,7.986666667,6.318333333,1.141666667,0.0655,343.25,482.65,2.713333333,0.088333333,30.46666667,30.92,30.78333333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,27.9,7.986666667,8.118,8.186666667,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,8.79,6.318333333,7.064,7.52,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,12.51166667,1.141666667,1.092,1.01,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,1.361666667,0.0655,0.0566,0.052333333,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,0.077666667,343.25,287.74,358.5166667,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,220.05,482.65,493.1,493.9666667,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,465.6,2.713333333,2.908,3.108333333,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,4.245,0.088333333,0.033,0.026666667,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,0.025,16.56252456
拖山,2023/7/9,14763205,30.38333333,7.836666667,5.995,1.19,0.089333333,306.1,483.4,2.366666667,0.126666667,30.38333333,30.46666667,30.92,30.78333333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,25.575,7.836666667,7.986666667,8.118,8.186666667,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,7.8525,5.995,6.318333333,7.064,7.52,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,6.98,1.19,1.141666667,1.092,1.01,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,1.3975,0.089333333,0.0655,0.0566,0.052333333,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,0.081,306.1,343.25,287.74,358.5166667,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,44.475,483.4,482.65,493.1,493.9666667,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,470.7,2.366666667,2.713333333,2.908,3.108333333,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,3.3625,0.126666667,0.088333333,0.033,0.026666667,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,0.105,16.50764856
拖山,2023/7/10,15531511.67,30.15,7.813333333,6.285,1.36,0.19,274.2333333,480.4333333,2.41,0.156,30.15,30.38333333,30.46666667,30.92,30.78333333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,25.95,7.813333333,7.836666667,7.986666667,8.118,8.186666667,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.735,6.285,5.995,6.318333333,7.064,7.52,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,6.681666667,1.36,1.19,1.141666667,1.092,1.01,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,1.211666667,0.19,0.089333333,0.0655,0.0566,0.052333333,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,0.073833333,274.2333333,306.1,343.25,287.74,358.5166667,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,75.03333333,480.4333333,483.4,482.65,493.1,493.9666667,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,480.6833333,2.41,2.366666667,2.713333333,2.908,3.108333333,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,3.0425,0.156,0.126666667,0.088333333,0.033,0.026666667,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,0.175,16.55838159
拖山,2023/7/11,18363475,30.88333333,8.03,7.583333333,1.25,0.118666667,275.7833333,474.6333333,2.673333333,0.113333333,30.88333333,30.15,30.38333333,30.46666667,30.92,30.78333333,30.41666667,30.91666667,30.13333333,29.81666667,29.68333333,28.98333333,29.5,28.41666667,26.95,8.03,7.813333333,7.836666667,7.986666667,8.118,8.186666667,7.96,8.513333333,8.231666667,8.191666667,8.175,7.923333333,8.093333333,7.895,7.763333333,7.583333333,6.285,5.995,6.318333333,7.064,7.52,5.461666667,9.26,8.361666667,8.051666667,8.323333333,6.95,8.033333333,7.28,6.886666667,1.25,1.36,1.19,1.141666667,1.092,1.01,0.921666667,0.773333333,0.95,0.923333333,0.845,0.998333333,0.99,1.31,1.235,0.118666667,0.19,0.089333333,0.0655,0.0566,0.052333333,0.0505,0.056,0.129166667,0.095833333,0.213666667,0.0652,0.072333333,0.0665,0.067666667,275.7833333,274.2333333,306.1,343.25,287.74,358.5166667,116.0683333,73.91666667,80.05,282.0166667,55.51666667,93.3,98.05,62.96666667,127.7,474.6333333,480.4333333,483.4,482.65,493.1,493.9666667,460.4166667,489.25,491.1833333,493.8166667,495.4,497.4,487.4833333,489.6166667,487.1,2.673333333,2.41,2.366666667,2.713333333,2.908,3.108333333,2.605,2.82,3.118333333,2.821666667,2.71,2.96,2.966666667,2.906666667,3.586666667,0.113333333,0.156,0.126666667,0.088333333,0.033,0.026666667,0.030833333,0.025,0.035833333,0.026666667,0.056666667,0.076666667,0.0425,0.105,0.155,16.72587425
